Date,Technical Analysis
2019-07-31,14.7
2019-08-01,33.11
2019-08-02,15.48
2019-08-03,33.97
2019-08-04,8.6
2019-08-05,18.49
2019-08-06,21.93
2019-08-07,22.36
2019-08-08,25.8
2019-08-09,18.49
2019-08-10,8.6
2019-08-11,17.2
2019-08-12,18.06
2019-08-13,43.0
2019-08-14,31.39
2019-08-15,18.06
2019-08-16,36.12
2019-08-17,24.94
2019-08-18,29.24
2019-08-19,21.07
2019-08-20,17.63
2019-08-21,21.07
2019-08-22,28.38
2019-08-23,21.5
2019-08-24,12.47
2019-08-25,8.17
2019-08-26,17.2
2019-08-27,20.64
2019-08-28,17.2
2019-08-29,24.509999999999998
2019-08-30,30.53
2019-08-31,8.17
2019-09-01,26.5
2019-09-02,39.22
2019-09-03,35.510000000000005
2019-09-04,53.0
2019-09-05,39.75
2019-09-06,17.490000000000002
2019-09-07,21.200000000000003
2019-09-08,30.740000000000002
2019-09-09,22.26
2019-09-10,34.980000000000004
2019-09-11,30.740000000000002
2019-09-12,40.28
2019-09-13,22.26
2019-09-14,10.600000000000001
2019-09-15,30.740000000000002
2019-09-16,30.21
2019-09-17,21.73
2019-09-18,39.22
2019-09-19,31.270000000000003
2019-09-20,40.28
2019-09-21,21.200000000000003
2019-09-22,25.970000000000002
2019-09-23,25.970000000000002
2019-09-24,31.270000000000003
2019-09-25,48.760000000000005
2019-09-26,27.560000000000002
2019-09-27,31.8
2019-09-28,16.43
2019-09-29,15.9
2019-09-30,27.03
2019-10-01,31.39
2019-10-02,27.52
2019-10-03,17.63
2019-10-04,21.5
2019-10-05,8.17
2019-10-06,16.34
2019-10-07,6.88
2019-10-08,24.509999999999998
2019-10-09,24.94
2019-10-10,31.39
2019-10-11,14.19
2019-10-12,8.6
2019-10-13,16.77
2019-10-14,24.94
2019-10-15,27.95
2019-10-16,38.7
2019-10-17,31.82
2019-10-18,28.38
2019-10-19,12.47
2019-10-20,32.68
2019-10-21,10.32
2019-10-22,36.98
2019-10-23,20.64
2019-10-24,34.83
2019-10-25,43.0
2019-10-26,8.6
2019-10-27,16.34
2019-10-28,36.98
2019-10-29,24.509999999999998
2019-10-30,13.76
2019-10-31,21.07
2019-11-01,16.919999999999998
2019-11-02,9.87
2019-11-03,32.9
2019-11-04,28.2
2019-11-05,19.74
2019-11-06,35.25
2019-11-07,35.72
2019-11-08,7.989999999999999
2019-11-09,18.799999999999997
2019-11-10,31.959999999999997
2019-11-11,15.979999999999999
2019-11-12,26.79
2019-11-13,47.0
2019-11-14,31.49
2019-11-15,35.25
2019-11-16,41.36
2019-11-17,18.33
2019-11-18,27.259999999999998
2019-11-19,27.729999999999997
2019-11-20,28.2
2019-11-21,31.959999999999997
2019-11-22,31.959999999999997
2019-11-23,27.259999999999998
2019-11-24,18.33
2019-11-25,15.979999999999999
2019-11-26,32.9
2019-11-27,29.61
2019-11-28,13.629999999999999
2019-11-29,8.93
2019-11-30,17.86
2019-12-01,13.76
2019-12-02,27.52
2019-12-03,36.55
2019-12-04,41.28
2019-12-05,16.77
2019-12-06,21.07
2019-12-07,9.89
2019-12-08,19.35
2019-12-09,12.47
2019-12-10,12.9
2019-12-11,41.71
2019-12-12,21.07
2019-12-13,12.47
2019-12-14,24.509999999999998
2019-12-15,9.89
2019-12-16,24.94
2019-12-17,16.77
2019-12-18,21.07
2019-12-19,43.0
2019-12-20,9.03
2019-12-21,15.48
2019-12-22,10.32
2019-12-23,37.41
2019-12-24,24.94
2019-12-25,11.18
2019-12-26,14.62
2019-12-27,27.52
2019-12-28,20.21
2019-12-29,28.81
2019-12-30,17.63
2019-12-31,28.38
2020-01-01,29.150000000000002
2020-01-02,38.5
2020-01-03,29.150000000000002
2020-01-04,18.150000000000002
2020-01-05,18.150000000000002
2020-01-06,12.100000000000001
2020-01-07,20.35
2020-01-08,15.950000000000001
2020-01-09,24.200000000000003
2020-01-10,47.300000000000004
2020-01-11,22.55
2020-01-12,22.55
2020-01-13,18.150000000000002
2020-01-14,20.900000000000002
2020-01-15,53.35
2020-01-16,27.500000000000004
2020-01-17,40.7
2020-01-18,55.00000000000001
2020-01-19,36.300000000000004
2020-01-20,24.750000000000004
2020-01-21,23.650000000000002
2020-01-22,27.500000000000004
2020-01-23,43.45
2020-01-24,28.05
2020-01-25,13.750000000000002
2020-01-26,12.65
2020-01-27,18.700000000000003
2020-01-28,35.2
2020-01-29,15.950000000000001
2020-01-30,15.950000000000001
2020-01-31,47.85
2020-02-01,37.8
2020-02-02,12.6
2020-02-03,44.1
2020-02-04,37.17
2020-02-05,57.96
2020-02-06,63.0
2020-02-07,32.76
2020-02-08,43.47
2020-02-09,37.8
2020-02-10,56.7
2020-02-11,35.910000000000004
2020-02-12,52.29
2020-02-13,31.5
2020-02-14,44.1
2020-02-15,24.57
2020-02-16,37.8
2020-02-17,16.38
2020-02-18,51.03
2020-02-19,56.07
2020-02-20,51.03
2020-02-21,52.29
2020-02-22,35.910000000000004
2020-02-23,30.240000000000002
2020-02-24,56.07
2020-02-25,30.240000000000002
2020-02-26,49.77
2020-02-27,40.32
2020-02-28,47.25
2020-02-29,53.55
2020-03-01,14.06
2020-03-02,39.22
2020-03-03,34.78
2020-03-04,42.18
2020-03-05,47.36
2020-03-06,40.7
2020-03-07,37.74
2020-03-08,18.5
2020-03-09,39.22
2020-03-10,23.68
2020-03-11,39.22
2020-03-12,49.58
2020-03-13,47.36
2020-03-14,37.74
2020-03-15,31.82
2020-03-16,31.08
2020-03-17,34.78
2020-03-18,35.519999999999996
2020-03-19,63.64
2020-03-20,34.78
2020-03-21,31.08
2020-03-22,35.519999999999996
2020-03-23,37.0
2020-03-24,74.0
2020-03-25,42.92
2020-03-26,51.8
2020-03-27,33.3
2020-03-28,39.22
2020-03-29,25.9
2020-03-30,44.4
2020-03-31,56.24
2020-04-01,60.03
2020-04-02,51.33
2020-04-03,56.55
2020-04-04,39.15
2020-04-05,80.04
2020-04-06,51.33
2020-04-07,56.55
2020-04-08,87.0
2020-04-09,30.45
