Date,Movies
2019-09-27,43.309999999999995
2019-09-28,67.45
2019-09-29,63.9
2019-09-30,38.339999999999996
2019-10-01,37.0
2019-10-02,36.26
2019-10-03,36.26
2019-10-04,45.88
2019-10-05,71.03999999999999
2019-10-06,67.34
2019-10-07,39.96
2019-10-08,39.22
2019-10-09,39.96
2019-10-10,38.48
2019-10-11,46.62
2019-10-12,74.0
2019-10-13,69.56
2019-10-14,45.88
2019-10-15,39.22
2019-10-16,37.74
2019-10-17,39.22
2019-10-18,47.36
2019-10-19,72.52
2019-10-20,68.82
2019-10-21,40.7
2019-10-22,39.96
2019-10-23,37.74
2019-10-24,36.26
2019-10-25,49.58
2019-10-26,69.56
2019-10-27,71.03999999999999
2019-10-28,40.7
2019-10-29,40.7
2019-10-30,39.22
2019-10-31,45.88
2019-11-01,59.339999999999996
2019-11-02,82.56
2019-11-03,74.82
2019-11-04,44.72
2019-11-05,42.14
2019-11-06,38.7
2019-11-07,42.14
2019-11-08,51.6
2019-11-09,79.12
2019-11-10,78.26
2019-11-11,50.74
2019-11-12,44.72
2019-11-13,45.58
2019-11-14,44.72
2019-11-15,54.18
2019-11-16,81.7
2019-11-17,82.56
2019-11-18,46.44
2019-11-19,42.14
2019-11-20,42.14
2019-11-21,43.86
2019-11-22,55.9
2019-11-23,79.12
2019-11-24,77.4
2019-11-25,54.18
2019-11-26,53.32
2019-11-27,60.199999999999996
2019-11-28,72.24
2019-11-29,81.7
2019-11-30,86.0
2019-12-01,62.64
2019-12-02,38.28
2019-12-03,33.06
2019-12-04,32.19
2019-12-05,31.32
2019-12-06,37.41
2019-12-07,53.94
2019-12-08,52.2
2019-12-09,34.8
2019-12-10,33.93
2019-12-11,33.06
2019-12-12,33.93
2019-12-13,38.28
2019-12-14,57.42
2019-12-15,57.42
2019-12-16,41.76
2019-12-17,38.28
2019-12-18,36.54
2019-12-19,38.28
2019-12-20,47.85
2019-12-21,64.38
2019-12-22,66.12
2019-12-23,56.55
2019-12-24,58.29
2019-12-25,87.0
2019-12-26,73.95
2019-12-27,66.12
2019-12-28,73.95
2019-12-29,69.6
2019-12-30,57.42
2019-12-31,58.29
2020-01-01,79.0
2020-01-02,55.300000000000004
2020-01-03,52.93
2020-01-04,67.94
2020-01-05,61.620000000000005
2020-01-06,43.45
2020-01-07,36.34
2020-01-08,32.39
2020-01-09,35.550000000000004
2020-01-10,41.870000000000005
2020-01-11,64.78
2020-01-12,58.46
2020-01-13,36.34
2020-01-14,33.18
2020-01-15,33.18
2020-01-16,33.18
2020-01-17,43.45
2020-01-18,68.73
2020-01-19,69.52000000000001
2020-01-20,54.510000000000005
2020-01-21,36.34
2020-01-22,33.18
2020-01-23,33.18
2020-01-24,39.5
2020-01-25,64.78
2020-01-26,59.25
2020-01-27,30.810000000000002
2020-01-28,30.020000000000003
2020-01-29,30.020000000000003
2020-01-30,31.6
2020-01-31,36.34
2020-02-01,61.42
2020-02-02,52.54
2020-02-03,31.08
2020-02-04,31.82
2020-02-05,31.08
2020-02-06,32.56
2020-02-07,42.18
2020-02-08,65.86
2020-02-09,65.86
2020-02-10,42.92
2020-02-11,34.04
2020-02-12,34.78
2020-02-13,34.78
2020-02-14,51.8
2020-02-15,74.0
2020-02-16,70.3
2020-02-17,48.839999999999996
2020-02-18,34.78
2020-02-19,31.08
2020-02-20,32.56
2020-02-21,41.44
2020-02-22,62.16
2020-02-23,59.94
2020-02-24,35.519999999999996
2020-02-25,31.82
2020-02-26,29.6
2020-02-27,31.08
2020-02-28,37.0
2020-02-29,58.46
2020-03-01,71.03999999999999
2020-03-02,39.22
2020-03-03,34.78
2020-03-04,33.3
2020-03-05,35.519999999999996
2020-03-06,44.4
2020-03-07,67.34
2020-03-08,68.08
2020-03-09,39.22
2020-03-10,37.0
2020-03-11,35.519999999999996
2020-03-12,37.0
2020-03-13,44.4
2020-03-14,69.56
2020-03-15,71.03999999999999
2020-03-16,45.14
2020-03-17,44.4
2020-03-18,43.66
2020-03-19,43.66
2020-03-20,46.62
2020-03-21,70.3
2020-03-22,74.0
2020-03-23,48.1
2020-03-24,46.62
2020-03-25,42.18
2020-03-26,42.92
2020-03-27,46.62
2020-03-28,67.34
2020-03-29,70.3
2020-03-30,46.62
2020-03-31,45.14
2020-04-01,45.88
2020-04-02,46.62
2020-04-03,50.32
2020-04-04,68.08
2020-04-05,74.0
2020-04-06,48.1
2020-04-07,46.62
2020-04-08,45.88
