Date,Return on Equity
2016-11-08,31.6
2016-11-09,36.34
2016-11-10,13.43
2016-11-11,7.11
2016-11-12,15.8
2016-11-13,31.6
2016-11-14,26.07
2016-11-15,52.14
2016-11-16,26.86
2016-11-17,40.29
2016-11-18,14.22
2016-11-19,23.700000000000003
2016-11-20,23.700000000000003
2016-11-21,46.61
2016-11-22,47.400000000000006
2016-11-23,21.330000000000002
2016-11-24,23.700000000000003
2016-11-25,15.010000000000002
2016-11-26,0.0
2016-11-27,30.020000000000003
2016-11-28,18.17
2016-11-29,79.0
2016-11-30,30.810000000000002
2016-12-01,20.59
2016-12-02,24.849999999999998
2016-12-03,24.14
2016-12-04,24.849999999999998
2016-12-05,39.76
2016-12-06,71.0
2016-12-07,22.009999999999998
2016-12-08,44.019999999999996
2016-12-09,23.43
2016-12-10,7.1
2016-12-11,35.5
2016-12-12,36.92
2016-12-13,35.5
2016-12-14,22.009999999999998
2016-12-15,22.72
2016-12-16,10.649999999999999
2016-12-17,12.78
2016-12-18,9.94
2016-12-19,12.78
2016-12-20,17.75
2016-12-21,9.23
2016-12-22,9.23
2016-12-23,4.97
2016-12-24,10.649999999999999
2016-12-25,5.68
2016-12-26,4.97
2016-12-27,4.26
2016-12-28,6.39
2016-12-29,8.52
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,5.2
2017-01-03,14.4
2017-01-04,4.800000000000001
2017-01-05,0.0
2017-01-06,9.600000000000001
2017-01-07,5.6000000000000005
2017-01-08,10.8
2017-01-09,14.0
2017-01-10,18.400000000000002
2017-01-11,14.0
2017-01-12,14.0
2017-01-13,9.200000000000001
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,9.600000000000001
2017-01-17,9.200000000000001
2017-01-18,9.200000000000001
2017-01-19,9.200000000000001
2017-01-20,4.4
2017-01-21,10.8
2017-01-22,10.4
2017-01-23,22.0
2017-01-24,22.8
2017-01-25,13.600000000000001
2017-01-26,36.0
2017-01-27,23.200000000000003
2017-01-28,27.6
2017-01-29,27.200000000000003
2017-01-30,40.0
2017-01-31,18.0
2017-02-01,63.75
2017-02-02,45.05
2017-02-03,6.8
2017-02-04,31.45
2017-02-05,22.95
2017-02-06,38.25
2017-02-07,70.55
2017-02-08,39.1
2017-02-09,26.349999999999998
2017-02-10,33.15
2017-02-11,39.949999999999996
2017-02-12,7.6499999999999995
2017-02-13,69.7
2017-02-14,52.699999999999996
2017-02-15,33.15
2017-02-16,26.349999999999998
2017-02-17,85.0
2017-02-18,15.299999999999999
2017-02-19,8.5
2017-02-20,40.8
2017-02-21,32.3
2017-02-22,45.9
2017-02-23,45.9
2017-02-24,73.95
2017-02-25,15.299999999999999
2017-02-26,30.599999999999998
2017-02-27,66.3
2017-02-28,36.55
2017-03-01,39.68
2017-03-02,34.56
2017-03-03,21.12
2017-03-04,14.08
2017-03-05,28.16
2017-03-06,39.68
2017-03-07,28.16
2017-03-08,23.68
2017-03-09,35.2
2017-03-10,15.36
2017-03-11,64.0
2017-03-12,16.64
2017-03-13,19.2
2017-03-14,14.72
2017-03-15,32.64
2017-03-16,17.92
2017-03-17,24.96
2017-03-18,14.72
2017-03-19,21.12
2017-03-20,38.4
2017-03-21,21.12
2017-03-22,36.480000000000004
2017-03-23,30.080000000000002
2017-03-24,18.56
2017-03-25,14.72
2017-03-26,10.88
2017-03-27,26.88
2017-03-28,26.88
2017-03-29,39.04
2017-03-30,24.32
2017-03-31,12.16
2017-04-01,56.949999999999996
2017-04-02,62.9
2017-04-03,73.95
2017-04-04,41.65
2017-04-05,42.5
2017-04-06,74.8
2017-04-07,39.1
2017-04-08,40.8
2017-04-09,40.8
2017-04-10,76.5
2017-04-11,38.25
2017-04-12,57.8
2017-04-13,34.0
2017-04-14,21.25
2017-04-15,29.75
2017-04-16,55.25
2017-04-17,76.5
2017-04-18,74.8
2017-04-19,79.05
2017-04-20,62.05
2017-04-21,24.65
2017-04-22,52.699999999999996
2017-04-23,51.85
2017-04-24,60.35
2017-04-25,37.4
2017-04-26,79.05
2017-04-27,42.5
2017-04-28,73.1
2017-04-29,17.0
2017-04-30,85.0
2017-05-01,19.040000000000003
2017-05-02,51.00000000000001
