Date,Gross Domestic Product
2019-08-02,7.829999999999999
2019-08-03,5.51
2019-08-04,5.8
2019-08-05,15.079999999999998
2019-08-06,9.86
2019-08-07,4.93
2019-08-08,0.0
2019-08-09,9.86
2019-08-10,11.309999999999999
2019-08-11,5.8
2019-08-12,19.43
2019-08-13,7.249999999999999
2019-08-14,14.209999999999999
2019-08-15,28.999999999999996
2019-08-16,14.499999999999998
2019-08-17,0.0
2019-08-18,5.51
2019-08-19,9.569999999999999
2019-08-20,21.169999999999998
2019-08-21,11.889999999999999
2019-08-22,7.249999999999999
2019-08-23,19.139999999999997
2019-08-24,5.51
2019-08-25,8.12
2019-08-26,25.81
2019-08-27,13.919999999999998
2019-08-28,16.24
2019-08-29,28.419999999999998
2019-08-30,13.629999999999999
2019-08-31,13.34
2019-09-01,0.0
2019-09-02,22.94
2019-09-03,30.38
2019-09-04,25.419999999999998
2019-09-05,50.839999999999996
2019-09-06,24.8
2019-09-07,30.38
2019-09-08,17.98
2019-09-09,40.92
2019-09-10,35.339999999999996
2019-09-11,25.419999999999998
2019-09-12,40.92
2019-09-13,62.0
2019-09-14,0.0
2019-09-15,17.36
2019-09-16,39.06
2019-09-17,59.519999999999996
2019-09-18,39.68
2019-09-19,45.88
2019-09-20,40.3
2019-09-21,11.78
2019-09-22,11.78
2019-09-23,54.56
2019-09-24,25.419999999999998
2019-09-25,40.3
2019-09-26,51.46
2019-09-27,36.58
2019-09-28,31.0
2019-09-29,35.96
2019-09-30,15.5
2019-10-01,34.0
2019-10-02,28.0
2019-10-03,29.0
2019-10-04,12.0
2019-10-05,3.0
2019-10-06,14.0
2019-10-07,26.0
2019-10-08,11.0
2019-10-09,35.0
2019-10-10,37.0
2019-10-11,12.0
2019-10-12,7.0
2019-10-13,14.0
2019-10-14,23.0
2019-10-15,23.0
2019-10-16,100.0
2019-10-17,78.0
2019-10-18,41.0
2019-10-19,21.0
2019-10-20,10.0
2019-10-21,28.0
2019-10-22,55.0
2019-10-23,25.0
2019-10-24,20.0
2019-10-25,24.0
2019-10-26,7.0
2019-10-27,7.0
2019-10-28,14.0
2019-10-29,20.0
2019-10-30,28.0
2019-10-31,14.0
2019-11-01,47.0
2019-11-02,19.74
2019-11-03,11.28
2019-11-04,39.949999999999996
2019-11-05,28.2
2019-11-06,29.61
2019-11-07,23.029999999999998
2019-11-08,16.45
2019-11-09,10.809999999999999
2019-11-10,26.79
2019-11-11,33.37
2019-11-12,22.56
2019-11-13,30.08
2019-11-14,15.979999999999999
2019-11-15,32.43
2019-11-16,10.809999999999999
2019-11-17,15.979999999999999
2019-11-18,23.029999999999998
2019-11-19,30.08
2019-11-20,32.9
2019-11-21,30.549999999999997
2019-11-22,18.799999999999997
2019-11-23,13.16
2019-11-24,5.17
2019-11-25,21.15
2019-11-26,23.97
2019-11-27,15.04
2019-11-28,7.989999999999999
2019-11-29,0.0
2019-11-30,5.17
2019-12-01,15.54
2019-12-02,37.8
2019-12-03,29.82
2019-12-04,42.0
2019-12-05,18.9
2019-12-06,35.28
2019-12-07,13.86
2019-12-08,5.46
2019-12-09,30.66
2019-12-10,19.32
2019-12-11,35.28
2019-12-12,33.18
2019-12-13,28.56
2019-12-14,11.34
2019-12-15,13.86
2019-12-16,28.14
2019-12-17,23.52
2019-12-18,21.419999999999998
2019-12-19,16.8
2019-12-20,10.08
2019-12-21,11.76
2019-12-22,5.88
2019-12-23,5.46
2019-12-24,5.46
2019-12-25,12.6
2019-12-26,5.46
2019-12-27,10.5
2019-12-28,5.88
2019-12-29,10.92
2019-12-30,5.04
2019-12-31,5.46
2020-01-01,13.26
2020-01-02,11.73
2020-01-03,16.830000000000002
2020-01-04,24.990000000000002
2020-01-05,12.24
2020-01-06,24.48
2020-01-07,21.93
2020-01-08,35.7
2020-01-09,38.25
2020-01-10,23.97
2020-01-11,12.24
2020-01-12,18.36
2020-01-13,24.990000000000002
2020-01-14,31.11
2020-01-15,41.31
2020-01-16,23.97
2020-01-17,30.09
2020-01-18,18.36
2020-01-19,24.48
2020-01-20,31.11
2020-01-21,51.0
2020-01-22,40.29
2020-01-23,23.97
2020-01-24,24.48
2020-01-25,9.18
2020-01-26,22.95
2020-01-27,28.05
2020-01-28,47.94
2020-01-29,51.0
2020-01-30,27.54
2020-01-31,43.86
2020-02-01,27.259999999999998
2020-02-02,15.079999999999998
2020-02-03,30.74
2020-02-04,30.74
2020-02-05,25.52
2020-02-06,33.059999999999995
2020-02-07,47.559999999999995
2020-02-08,12.18
2020-02-09,12.18
2020-02-10,30.159999999999997
2020-02-11,37.12
2020-02-12,45.82
2020-02-13,43.5
2020-02-14,26.68
2020-02-15,15.079999999999998
2020-02-16,24.36
2020-02-17,40.599999999999994
2020-02-18,34.8
2020-02-19,17.4
2020-02-20,49.879999999999995
2020-02-21,33.059999999999995
2020-02-22,17.4
2020-02-23,26.68
2020-02-24,44.66
2020-02-25,24.36
2020-02-26,57.99999999999999
2020-02-27,56.26
2020-02-28,38.279999999999994
2020-02-29,11.6
2020-03-01,11.52
2020-03-02,48.0
2020-03-03,43.199999999999996
2020-03-04,37.44
2020-03-05,26.88
2020-03-06,24.96
2020-03-07,8.64
2020-03-08,17.28
2020-03-09,24.0
2020-03-10,26.4
2020-03-11,16.8
2020-03-12,21.119999999999997
2020-03-13,9.6
2020-03-14,5.76
2020-03-15,8.16
2020-03-16,16.8
2020-03-17,24.0
2020-03-18,31.2
2020-03-19,26.88
2020-03-20,25.919999999999998
2020-03-21,10.559999999999999
2020-03-22,11.04
2020-03-23,29.279999999999998
2020-03-24,26.4
2020-03-25,24.0
2020-03-26,16.8
2020-03-27,32.16
2020-03-28,16.32
2020-03-29,13.44
2020-03-30,24.96
2020-03-31,23.04
2020-04-01,48.0
2020-04-02,38.4
2020-04-03,19.2
2020-04-04,27.36
2020-04-05,13.92
2020-04-06,25.919999999999998
2020-04-07,36.48
2020-04-08,29.279999999999998
2020-04-09,43.68
