Date,Economic Bubble
2019-12-23,0.0
2019-12-24,0.0
2019-12-25,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-28,0.0
2019-12-29,0.0
2019-12-30,15.659999999999998
2019-12-31,0.0
2020-01-01,0.0
2020-01-02,22.56
2020-01-03,0.0
2020-01-04,0.0
2020-01-05,0.0
2020-01-06,0.0
2020-01-07,21.599999999999998
2020-01-08,0.0
2020-01-09,43.199999999999996
2020-01-10,21.119999999999997
2020-01-11,0.0
2020-01-12,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,21.599999999999998
2020-01-18,24.48
2020-01-19,48.0
2020-01-20,22.08
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,20.16
2020-01-28,31.2
2020-01-29,0.0
2020-01-30,42.72
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,32.33
2020-02-03,25.44
2020-02-04,27.560000000000002
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,28.62
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,28.62
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,53.0
2020-02-19,0.0
2020-02-20,27.03
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,31.8
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,25.970000000000002
2020-02-27,26.5
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,41.25
2020-03-03,27.500000000000004
2020-03-04,0.0
2020-03-05,28.05
2020-03-06,0.0
2020-03-07,33.550000000000004
2020-03-08,0.0
2020-03-09,28.05
2020-03-10,55.00000000000001
2020-03-11,27.500000000000004
2020-03-12,0.0
2020-03-13,28.05
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,55.00000000000001
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,26.950000000000003
2020-03-21,0.0
2020-03-22,31.35
2020-03-23,25.85
2020-03-24,41.25
2020-03-25,26.950000000000003
2020-03-26,28.05
2020-03-27,25.85
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,57.0
2020-04-03,38.0
2020-04-04,43.32
2020-04-05,0.0
2020-04-06,37.24
2020-04-07,38.0
2020-04-08,76.0
2020-04-09,0.0
