Date,Interactive Media
2016-10-24,24.009999999999998
2016-10-25,11.76
2016-10-26,24.009999999999998
2016-10-27,24.009999999999998
2016-10-28,0.0
2016-10-29,28.91
2016-10-30,14.209999999999999
2016-10-31,35.769999999999996
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,28.080000000000002
2016-11-04,19.98
2016-11-05,0.0
2016-11-06,11.34
2016-11-07,28.62
2016-11-08,18.36
2016-11-09,7.5600000000000005
2016-11-10,19.44
2016-11-11,19.98
2016-11-12,0.0
2016-11-13,11.34
2016-11-14,9.72
2016-11-15,9.72
2016-11-16,29.160000000000004
2016-11-17,29.160000000000004
2016-11-18,19.98
2016-11-19,11.88
2016-11-20,11.34
2016-11-21,29.160000000000004
2016-11-22,0.0
2016-11-23,10.260000000000002
2016-11-24,11.34
2016-11-25,10.8
2016-11-26,10.8
2016-11-27,0.0
2016-11-28,35.64
2016-11-29,35.1
2016-11-30,54.0
2016-12-01,24.189999999999998
2016-12-02,41.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,14.76
2016-12-06,15.17
2016-12-07,15.989999999999998
2016-12-08,0.0
2016-12-09,8.2
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,23.369999999999997
2016-12-13,7.789999999999999
2016-12-14,0.0
2016-12-15,8.2
2016-12-16,25.419999999999998
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,16.81
2016-12-20,17.22
2016-12-21,0.0
2016-12-22,27.06
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,11.069999999999999
2016-12-26,9.84
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,8.61
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,20.5
2017-01-04,10.0
2017-01-05,20.5
2017-01-06,10.5
2017-01-07,0.0
2017-01-08,23.0
2017-01-09,50.0
2017-01-10,10.0
2017-01-11,10.0
2017-01-12,40.0
2017-01-13,0.0
2017-01-14,12.0
2017-01-15,11.5
2017-01-16,31.0
2017-01-17,39.0
2017-01-18,30.0
2017-01-19,29.5
2017-01-20,20.0
2017-01-21,0.0
2017-01-22,22.5
2017-01-23,19.0
2017-01-24,19.5
2017-01-25,20.0
2017-01-26,0.0
2017-01-27,20.0
2017-01-28,0.0
2017-01-29,23.5
2017-01-30,19.0
2017-01-31,9.5
2017-02-01,0.0
2017-02-02,27.0
2017-02-03,14.040000000000001
2017-02-04,0.0
2017-02-05,16.200000000000003
2017-02-06,25.92
2017-02-07,52.38
2017-02-08,27.0
2017-02-09,0.0
2017-02-10,42.120000000000005
2017-02-11,16.200000000000003
2017-02-12,32.940000000000005
2017-02-13,25.92
2017-02-14,27.0
2017-02-15,14.040000000000001
2017-02-16,39.96
2017-02-17,13.5
2017-02-18,0.0
2017-02-19,32.940000000000005
2017-02-20,14.040000000000001
2017-02-21,52.92
2017-02-22,27.0
2017-02-23,54.0
2017-02-24,13.5
2017-02-25,16.200000000000003
2017-02-26,0.0
2017-02-27,12.420000000000002
2017-02-28,25.380000000000003
2017-03-01,75.24
2017-03-02,31.16
2017-03-03,15.96
2017-03-04,19.0
2017-03-05,76.0
2017-03-06,76.0
2017-03-07,15.2
2017-03-08,31.92
2017-03-09,31.16
2017-03-10,15.96
2017-03-11,0.0
2017-03-12,18.240000000000002
2017-03-13,0.0
2017-03-14,32.68
2017-03-15,64.6
2017-03-16,32.68
2017-03-17,16.72
2017-03-18,19.76
2017-03-19,19.0
2017-03-20,63.84
2017-03-21,32.68
2017-03-22,48.64
2017-03-23,32.68
2017-03-24,49.4
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,64.6
2017-03-28,64.6
2017-03-29,15.96
2017-03-30,32.68
2017-03-31,16.72
2017-04-01,31.270000000000003
2017-04-02,10.600000000000001
2017-04-03,24.91
2017-04-04,25.44
2017-04-05,25.44
2017-04-06,25.44
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,17.490000000000002
2017-04-11,43.46
2017-04-12,9.01
2017-04-13,0.0
2017-04-14,9.540000000000001
2017-04-15,42.93
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,50.88
2017-04-19,16.96
2017-04-20,8.48
2017-04-21,26.5
2017-04-22,21.200000000000003
2017-04-23,20.67
2017-04-24,0.0
2017-04-25,50.35
2017-04-26,16.96
2017-04-27,8.48
2017-04-28,53.0
2017-04-29,20.67
2017-04-30,0.0
2017-05-01,31.36
2017-05-02,62.72
2017-05-03,63.36
2017-05-04,64.0
2017-05-05,32.64
2017-05-06,0.0
2017-05-07,39.68
2017-05-08,48.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,16.64
2017-05-12,33.92
2017-05-13,0.0
2017-05-14,40.96
2017-05-15,33.92
2017-05-16,17.28
2017-05-17,35.2
2017-05-18,17.28
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,21.12
2017-05-22,51.84
2017-05-23,33.28
2017-05-24,35.2
2017-05-25,17.28
2017-05-26,18.56
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,40.96
2017-05-30,33.92
2017-05-31,33.28
2017-06-01,18.36
2017-06-02,9.36
2017-06-03,0.0
2017-06-04,0.0
2017-06-05,0.0
2017-06-06,17.28
2017-06-07,9.0
2017-06-08,9.0
2017-06-09,28.439999999999998
2017-06-10,0.0
2017-06-11,11.16
2017-06-12,36.0
2017-06-13,17.64
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,9.36
2017-06-17,0.0
2017-06-18,11.16
2017-06-19,27.0
2017-06-20,0.0
2017-06-21,34.92
2017-06-22,0.0
2017-06-23,9.0
2017-06-24,0.0
2017-06-25,0.0
2017-06-26,0.0
2017-06-27,28.08
2017-06-28,19.08
2017-06-29,19.439999999999998
2017-06-30,19.439999999999998
2017-07-01,0.0
2017-07-02,16.8
2017-07-03,15.120000000000001
2017-07-04,0.0
2017-07-05,14.560000000000002
2017-07-06,27.44
2017-07-07,28.000000000000004
2017-07-08,31.360000000000003
2017-07-09,0.0
2017-07-10,26.880000000000003
2017-07-11,13.440000000000001
2017-07-12,27.44
2017-07-13,14.000000000000002
2017-07-14,0.0
2017-07-15,47.6
2017-07-16,32.480000000000004
2017-07-17,27.44
2017-07-18,13.440000000000001
2017-07-19,41.440000000000005
2017-07-20,0.0
2017-07-21,14.000000000000002
2017-07-22,15.680000000000001
2017-07-23,0.0
2017-07-24,13.440000000000001
2017-07-25,0.0
2017-07-26,0.0
2017-07-27,0.0
2017-07-28,56.00000000000001
2017-07-29,47.6
2017-07-30,0.0
2017-07-31,40.88
2017-08-01,13.12
2017-08-02,37.72
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,26.65
2017-08-10,41.0
2017-08-11,0.0
2017-08-12,15.579999999999998
2017-08-13,15.579999999999998
2017-08-14,40.18
2017-08-15,26.24
2017-08-16,26.65
2017-08-17,26.65
2017-08-18,0.0
2017-08-19,31.159999999999997
2017-08-20,0.0
2017-08-21,25.009999999999998
2017-08-22,13.12
2017-08-23,26.24
2017-08-24,0.0
2017-08-25,13.53
2017-08-26,15.17
2017-08-27,0.0
2017-08-28,26.24
2017-08-29,25.83
2017-08-30,13.12
2017-08-31,0.0
2017-09-01,9.15
2017-09-02,10.37
2017-09-03,0.0
2017-09-04,0.0
2017-09-05,0.0
2017-09-06,25.009999999999998
2017-09-07,61.0
2017-09-08,8.54
2017-09-09,0.0
2017-09-10,29.89
2017-09-11,0.0
2017-09-12,26.23
2017-09-13,0.0
2017-09-14,43.31
2017-09-15,27.45
2017-09-16,21.349999999999998
2017-09-17,20.74
2017-09-18,17.69
2017-09-19,17.08
2017-09-20,8.54
2017-09-21,26.84
2017-09-22,17.69
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,17.69
2017-09-26,26.23
2017-09-27,8.54
2017-09-28,26.23
2017-09-29,0.0
2017-09-30,0.0
2017-10-01,33.12
2017-10-02,26.22
2017-10-03,40.709999999999994
2017-10-04,13.799999999999999
2017-10-05,40.709999999999994
2017-10-06,42.089999999999996
2017-10-07,16.56
2017-10-08,0.0
2017-10-09,40.709999999999994
2017-10-10,26.909999999999997
2017-10-11,0.0
2017-10-12,13.799999999999999
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,32.43
2017-10-16,67.61999999999999
2017-10-17,27.599999999999998
2017-10-18,69.0
2017-10-19,27.599999999999998
2017-10-20,0.0
2017-10-21,17.25
2017-10-22,0.0
2017-10-23,40.709999999999994
2017-10-24,26.909999999999997
2017-10-25,13.799999999999999
2017-10-26,41.4
2017-10-27,28.979999999999997
2017-10-28,16.56
2017-10-29,16.56
2017-10-30,53.129999999999995
2017-10-31,27.599999999999998
2017-11-01,53.0
2017-11-02,0.0
2017-11-03,21.73
2017-11-04,24.91
2017-11-05,0.0
2017-11-06,30.740000000000002
2017-11-07,10.07
2017-11-08,10.600000000000001
2017-11-09,10.600000000000001
2017-11-10,11.13
2017-11-11,12.190000000000001
2017-11-12,12.190000000000001
2017-11-13,10.07
2017-11-14,41.34
2017-11-15,0.0
2017-11-16,30.740000000000002
2017-11-17,10.600000000000001
2017-11-18,0.0
2017-11-19,0.0
2017-11-20,0.0
2017-11-21,10.600000000000001
2017-11-22,22.790000000000003
2017-11-23,0.0
2017-11-24,35.510000000000005
2017-11-25,0.0
2017-11-26,0.0
2017-11-27,0.0
2017-11-28,19.61
2017-11-29,10.07
2017-11-30,10.07
2017-12-01,33.480000000000004
2017-12-02,0.0
2017-12-03,25.380000000000003
2017-12-04,21.060000000000002
2017-12-05,21.6
2017-12-06,22.14
2017-12-07,10.8
2017-12-08,0.0
2017-12-09,0.0
2017-12-10,12.96
2017-12-11,0.0
2017-12-12,54.0
2017-12-13,21.6
2017-12-14,11.34
2017-12-15,34.02
2017-12-16,0.0
2017-12-17,26.46
2017-12-18,11.34
2017-12-19,34.56
2017-12-20,11.34
2017-12-21,0.0
2017-12-22,0.0
2017-12-23,14.040000000000001
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,0.0
2017-12-27,24.840000000000003
2017-12-28,0.0
2017-12-29,12.420000000000002
2017-12-30,26.46
2017-12-31,13.5
2018-01-01,13.2
2018-01-02,0.0
2018-01-03,11.0
2018-01-04,22.0
2018-01-05,11.44
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,10.56
2018-01-09,32.12
2018-01-10,11.0
2018-01-11,32.56
2018-01-12,22.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,11.44
2018-01-16,0.0
2018-01-17,10.56
2018-01-18,11.0
2018-01-19,11.0
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,21.12
2018-01-23,42.24
2018-01-24,42.68
2018-01-25,32.56
2018-01-26,44.0
2018-01-27,0.0
2018-01-28,25.080000000000002
2018-01-29,21.12
2018-01-30,0.0
2018-01-31,10.56
2018-02-01,18.81
2018-02-02,29.639999999999997
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,18.24
2018-02-06,18.81
2018-02-07,18.81
2018-02-08,0.0
2018-02-09,9.69
2018-02-10,22.229999999999997
2018-02-11,11.399999999999999
2018-02-12,37.05
2018-02-13,56.99999999999999
2018-02-14,9.69
2018-02-15,9.69
2018-02-16,9.69
2018-02-17,0.0
2018-02-18,0.0
2018-02-19,9.69
2018-02-20,28.499999999999996
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,11.399999999999999
2018-02-26,9.12
2018-02-27,18.81
2018-02-28,9.69
2018-03-01,19.68
2018-03-02,40.589999999999996
2018-03-03,0.0
2018-03-04,0.0
2018-03-05,29.93
2018-03-06,10.25
2018-03-07,0.0
2018-03-08,20.5
2018-03-09,0.0
2018-03-10,12.299999999999999
2018-03-11,11.889999999999999
2018-03-12,30.749999999999996
2018-03-13,10.25
2018-03-14,20.91
2018-03-15,10.25
2018-03-16,21.32
2018-03-17,0.0
2018-03-18,12.299999999999999
2018-03-19,41.0
2018-03-20,10.25
2018-03-21,30.749999999999996
2018-03-22,0.0
2018-03-23,10.66
2018-03-24,0.0
2018-03-25,25.009999999999998
2018-03-26,10.66
2018-03-27,10.66
2018-03-28,0.0
2018-03-29,21.32
2018-03-30,0.0
2018-03-31,0.0
2018-04-01,0.0
2018-04-02,34.86
2018-04-03,25.2
2018-04-04,8.4
2018-04-05,0.0
2018-04-06,8.82
2018-04-07,0.0
2018-04-08,9.66
2018-04-09,33.18
2018-04-10,0.0
2018-04-11,8.4
2018-04-12,8.4
2018-04-13,0.0
2018-04-14,0.0
2018-04-15,10.08
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,42.0
2018-04-19,16.8
2018-04-20,8.82
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,16.38
2018-04-24,24.779999999999998
2018-04-25,16.38
2018-04-26,0.0
2018-04-27,25.619999999999997
2018-04-28,20.58
2018-04-29,0.0
2018-04-30,8.4
2018-05-01,9.84
2018-05-02,0.0
2018-05-03,10.25
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,11.889999999999999
2018-05-07,9.84
2018-05-08,0.0
2018-05-09,9.84
2018-05-10,20.09
2018-05-11,10.25
2018-05-12,0.0
2018-05-13,12.299999999999999
2018-05-14,41.0
2018-05-15,19.68
2018-05-16,0.0
2018-05-17,9.84
2018-05-18,10.25
2018-05-19,11.889999999999999
2018-05-20,12.299999999999999
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,10.25
2018-05-24,0.0
2018-05-25,11.069999999999999
2018-05-26,0.0
2018-05-27,12.709999999999999
2018-05-28,35.669999999999995
2018-05-29,30.34
2018-05-30,20.09
2018-05-31,0.0
2018-06-01,11.549999999999999
2018-06-02,0.0
2018-06-03,13.649999999999999
2018-06-04,11.2
2018-06-05,11.2
2018-06-06,33.949999999999996
2018-06-07,11.2
2018-06-08,17.5
2018-06-09,26.599999999999998
2018-06-10,26.95
2018-06-11,32.9
2018-06-12,15.749999999999998
2018-06-13,21.349999999999998
2018-06-14,22.75
2018-06-15,11.899999999999999
2018-06-16,13.649999999999999
2018-06-17,20.65
2018-06-18,16.799999999999997
2018-06-19,11.2
2018-06-20,23.099999999999998
2018-06-21,28.7
2018-06-22,11.899999999999999
2018-06-23,0.0
2018-06-24,13.649999999999999
2018-06-25,11.549999999999999
2018-06-26,22.75
2018-06-27,22.75
2018-06-28,35.0
2018-06-29,29.749999999999996
2018-06-30,26.95
2018-07-01,0.0
2018-07-02,16.5
2018-07-03,33.5
2018-07-04,19.5
2018-07-05,17.5
2018-07-06,0.0
2018-07-07,19.0
2018-07-08,0.0
2018-07-09,16.5
2018-07-10,16.0
2018-07-11,15.5
2018-07-12,25.5
2018-07-13,17.0
2018-07-14,0.0
2018-07-15,38.0
2018-07-16,16.5
2018-07-17,50.0
2018-07-18,42.0
2018-07-19,17.0
2018-07-20,17.0
2018-07-21,19.5
2018-07-22,0.0
2018-07-23,33.5
2018-07-24,32.5
2018-07-25,33.0
2018-07-26,33.5
2018-07-27,17.0
2018-07-28,19.0
2018-07-29,20.0
2018-07-30,16.5
2018-07-31,16.5
2018-08-01,9.25
2018-08-02,22.94
2018-08-03,9.62
2018-08-04,10.73
2018-08-05,11.1
2018-08-06,18.87
2018-08-07,18.5
2018-08-08,37.0
2018-08-09,14.06
2018-08-10,18.87
2018-08-11,16.28
2018-08-12,10.73
2018-08-13,23.31
2018-08-14,27.75
2018-08-15,14.43
2018-08-16,19.24
2018-08-17,18.87
2018-08-18,11.1
2018-08-19,11.1
2018-08-20,0.0
2018-08-21,28.12
2018-08-22,18.87
2018-08-23,9.62
2018-08-24,14.43
2018-08-25,0.0
2018-08-26,21.83
2018-08-27,9.25
2018-08-28,37.0
2018-08-29,0.0
2018-08-30,14.06
2018-08-31,18.87
2018-09-01,13.2
2018-09-02,18.04
2018-09-03,12.76
2018-09-04,11.0
2018-09-05,18.48
2018-09-06,7.04
2018-09-07,11.0
2018-09-08,12.76
2018-09-09,8.36
2018-09-10,18.04
2018-09-11,18.04
2018-09-12,7.04
2018-09-13,14.52
2018-09-14,14.96
2018-09-15,8.8
2018-09-16,12.76
2018-09-17,21.56
2018-09-18,22.0
2018-09-19,18.48
2018-09-20,11.0
2018-09-21,18.92
2018-09-22,8.8
2018-09-23,0.0
2018-09-24,14.52
2018-09-25,18.04
2018-09-26,11.0
2018-09-27,7.48
2018-09-28,14.96
2018-09-29,9.24
2018-09-30,44.0
2018-10-01,11.040000000000001
2018-10-02,34.04
2018-10-03,0.0
2018-10-04,7.82
2018-10-05,15.64
2018-10-06,18.400000000000002
2018-10-07,8.74
2018-10-08,15.64
2018-10-09,30.360000000000003
2018-10-10,23.0
2018-10-11,7.82
2018-10-12,24.380000000000003
2018-10-13,9.66
2018-10-14,13.8
2018-10-15,46.0
2018-10-16,11.5
2018-10-17,11.5
2018-10-18,23.46
2018-10-19,20.240000000000002
2018-10-20,9.200000000000001
2018-10-21,23.0
2018-10-22,23.0
2018-10-23,23.0
2018-10-24,14.72
2018-10-25,15.64
2018-10-26,16.1
2018-10-27,18.400000000000002
2018-10-28,0.0
2018-10-29,15.180000000000001
2018-10-30,19.32
2018-10-31,11.96
2018-11-01,24.990000000000002
2018-11-02,23.97
2018-11-03,28.560000000000002
2018-11-04,0.0
2018-11-05,11.22
2018-11-06,22.95
2018-11-07,30.6
2018-11-08,22.95
2018-11-09,11.73
2018-11-10,0.0
2018-11-11,27.54
2018-11-12,35.19
2018-11-13,35.7
2018-11-14,23.46
2018-11-15,22.95
2018-11-16,24.48
2018-11-17,13.77
2018-11-18,28.05
2018-11-19,11.73
2018-11-20,11.73
2018-11-21,26.01
2018-11-22,0.0
2018-11-23,13.26
2018-11-24,13.26
2018-11-25,13.26
2018-11-26,21.93
2018-11-27,51.0
2018-11-28,22.95
2018-11-29,34.68
2018-11-30,34.17
2018-12-01,16.919999999999998
2018-12-02,0.0
2018-12-03,14.04
2018-12-04,34.56
2018-12-05,14.399999999999999
2018-12-06,28.799999999999997
2018-12-07,14.76
2018-12-08,8.64
2018-12-09,0.0
2018-12-10,36.0
2018-12-11,14.76
2018-12-12,14.76
2018-12-13,14.76
2018-12-14,28.799999999999997
2018-12-15,0.0
2018-12-16,0.0
2018-12-17,0.0
2018-12-18,14.399999999999999
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,23.759999999999998
2018-12-22,0.0
2018-12-23,0.0
2018-12-24,0.0
2018-12-25,0.0
2018-12-26,0.0
2018-12-27,16.2
2018-12-28,0.0
2018-12-29,0.0
2018-12-30,0.0
2018-12-31,16.56
2019-01-01,10.75
2019-01-02,0.0
2019-01-03,18.06
2019-01-04,18.06
2019-01-05,10.32
2019-01-06,0.0
2019-01-07,43.0
2019-01-08,8.6
2019-01-09,17.2
2019-01-10,25.8
2019-01-11,9.03
2019-01-12,10.32
2019-01-13,0.0
2019-01-14,0.0
2019-01-15,8.6
2019-01-16,25.8
2019-01-17,0.0
2019-01-18,8.6
2019-01-19,0.0
2019-01-20,18.919999999999998
2019-01-21,17.63
2019-01-22,33.11
2019-01-23,8.6
2019-01-24,8.17
2019-01-25,26.23
2019-01-26,20.64
2019-01-27,0.0
2019-01-28,17.2
2019-01-29,33.54
2019-01-30,0.0
2019-01-31,16.77
2019-02-01,20.21
2019-02-02,0.0
2019-02-03,11.61
2019-02-04,0.0
2019-02-05,20.21
2019-02-06,9.89
2019-02-07,0.0
2019-02-08,30.53
2019-02-09,0.0
2019-02-10,0.0
2019-02-11,9.89
2019-02-12,39.99
2019-02-13,9.89
2019-02-14,40.85
2019-02-15,43.0
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,10.75
2019-02-19,9.89
2019-02-20,30.53
2019-02-21,20.21
2019-02-22,0.0
2019-02-23,11.61
2019-02-24,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,19.35
2019-02-28,40.42
2019-03-01,36.0
2019-03-02,0.0
2019-03-03,0.0
2019-03-04,18.0
2019-03-05,18.0
2019-03-06,34.92
2019-03-07,18.0
2019-03-08,0.0
2019-03-09,11.16
2019-03-10,0.0
2019-03-11,27.36
2019-03-12,9.0
2019-03-13,27.72
2019-03-14,0.0
2019-03-15,0.0
2019-03-16,10.799999999999999
2019-03-17,11.16
2019-03-18,19.08
2019-03-19,9.0
2019-03-20,18.72
2019-03-21,0.0
2019-03-22,19.08
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,0.0
2019-03-26,18.72
2019-03-27,9.36
2019-03-28,27.72
2019-03-29,0.0
2019-03-30,11.16
2019-03-31,0.0
2019-04-01,24.009999999999998
2019-04-02,12.25
2019-04-03,12.25
2019-04-04,24.5
2019-04-05,0.0
2019-04-06,0.0
2019-04-07,15.19
2019-04-08,24.5
2019-04-09,49.0
2019-04-10,24.5
2019-04-11,12.25
2019-04-12,38.22
2019-04-13,0.0
2019-04-14,0.0
2019-04-15,24.99
2019-04-16,24.99
2019-04-17,38.22
2019-04-18,0.0
2019-04-19,40.18
2019-04-20,0.0
2019-04-21,0.0
2019-04-22,0.0
2019-04-23,12.74
2019-04-24,12.74
2019-04-25,24.99
2019-04-26,24.99
2019-04-27,15.19
2019-04-28,29.89
2019-04-29,24.5
2019-04-30,0.0
2019-05-01,45.0
2019-05-02,14.85
2019-05-03,15.3
2019-05-04,0.0
2019-05-05,18.45
2019-05-06,30.6
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,30.150000000000002
2019-05-10,15.75
2019-05-11,18.900000000000002
2019-05-12,18.900000000000002
2019-05-13,15.75
2019-05-14,15.3
2019-05-15,31.05
2019-05-16,15.3
2019-05-17,0.0
2019-05-18,38.25
2019-05-19,37.35
2019-05-20,30.6
2019-05-21,0.0
2019-05-22,31.05
2019-05-23,15.75
2019-05-24,16.2
2019-05-25,19.35
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,30.6
2019-05-29,30.6
2019-05-30,30.6
2019-05-31,15.75
2019-06-01,0.0
2019-06-02,9.12
2019-06-03,15.36
2019-06-04,7.68
2019-06-05,15.6
2019-06-06,0.0
2019-06-07,8.16
2019-06-08,0.0
2019-06-09,0.0
2019-06-10,0.0
2019-06-11,7.92
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-15,9.12
2019-06-16,0.0
2019-06-17,15.84
2019-06-18,7.92
2019-06-19,7.92
2019-06-20,0.0
2019-06-21,8.16
2019-06-22,9.36
2019-06-23,9.6
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,7.92
2019-06-27,24.0
2019-06-28,8.64
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-04,8.74
2019-07-05,0.0
2019-07-06,0.0
2019-07-07,0.0
2019-07-08,22.540000000000003
2019-07-09,0.0
2019-07-10,7.590000000000001
2019-07-11,15.180000000000001
2019-07-12,0.0
2019-07-13,8.97
2019-07-14,8.97
2019-07-15,23.0
2019-07-16,14.950000000000001
2019-07-17,15.180000000000001
2019-07-18,15.41
2019-07-19,0.0
2019-07-20,8.97
2019-07-21,0.0
2019-07-22,0.0
2019-07-23,15.41
2019-07-24,8.05
2019-07-25,0.0
2019-07-26,16.560000000000002
2019-07-27,0.0
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,15.64
2019-08-01,37.0
2019-08-02,0.0
2019-08-03,0.0
2019-08-04,14.43
2019-08-05,25.16
2019-08-06,12.58
2019-08-07,0.0
2019-08-08,25.16
2019-08-09,24.79
2019-08-10,0.0
2019-08-11,28.86
2019-08-12,24.419999999999998
2019-08-13,24.419999999999998
2019-08-14,0.0
2019-08-15,12.209999999999999
2019-08-16,12.209999999999999
2019-08-17,28.12
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,23.31
2019-08-21,11.84
2019-08-22,24.05
2019-08-23,0.0
2019-08-24,14.06
2019-08-25,0.0
2019-08-26,35.15
2019-08-27,35.15
2019-08-28,0.0
2019-08-29,35.519999999999996
2019-08-30,23.31
2019-08-31,0.0
2019-09-01,27.3
2019-09-02,0.0
2019-09-03,11.31
2019-09-04,22.62
2019-09-05,22.62
2019-09-06,11.31
2019-09-07,0.0
2019-09-08,39.0
2019-09-09,11.31
2019-09-10,22.23
2019-09-11,10.92
2019-09-12,0.0
2019-09-13,11.31
2019-09-14,13.65
2019-09-15,13.26
2019-09-16,22.23
2019-09-17,21.84
2019-09-18,11.31
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,21.84
2019-09-24,11.31
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-28,0.0
2019-09-29,26.91
2019-09-30,11.31
2019-10-01,0.0
2019-10-02,29.4
2019-10-03,19.6
2019-10-04,20.09
2019-10-05,23.03
2019-10-06,11.76
2019-10-07,29.4
2019-10-08,29.4
2019-10-09,0.0
2019-10-10,9.8
2019-10-11,0.0
2019-10-12,11.76
2019-10-13,0.0
2019-10-14,20.09
2019-10-15,9.8
2019-10-16,49.0
2019-10-17,0.0
2019-10-18,20.09
2019-10-19,11.76
2019-10-20,11.27
2019-10-21,28.419999999999998
2019-10-22,37.73
2019-10-23,19.11
2019-10-24,38.71
2019-10-25,20.09
2019-10-26,24.5
2019-10-27,0.0
2019-10-28,9.31
2019-10-29,0.0
2019-10-30,19.11
2019-10-31,29.4
2019-11-01,8.58
2019-11-02,19.11
2019-11-03,0.0
2019-11-04,8.19
2019-11-05,0.0
2019-11-06,23.400000000000002
2019-11-07,7.800000000000001
2019-11-08,8.19
2019-11-09,0.0
2019-11-10,9.36
2019-11-11,7.800000000000001
2019-11-12,15.600000000000001
2019-11-13,7.800000000000001
2019-11-14,39.0
2019-11-15,15.600000000000001
2019-11-16,9.36
2019-11-17,8.97
2019-11-18,7.800000000000001
2019-11-19,7.800000000000001
2019-11-20,31.98
2019-11-21,24.18
2019-11-22,7.800000000000001
2019-11-23,8.97
2019-11-24,9.36
2019-11-25,24.18
2019-11-26,16.38
2019-11-27,0.0
2019-11-28,0.0
2019-11-29,0.0
2019-11-30,8.97
2019-12-01,10.080000000000002
2019-12-02,11.48
2019-12-03,17.92
2019-12-04,8.96
2019-12-05,0.0
2019-12-06,12.32
2019-12-07,10.64
2019-12-08,14.000000000000002
2019-12-09,0.0
2019-12-10,9.24
2019-12-11,12.040000000000001
2019-12-12,6.16
2019-12-13,12.32
2019-12-14,7.000000000000001
2019-12-15,0.0
2019-12-16,9.24
2019-12-17,15.400000000000002
2019-12-18,28.000000000000004
2019-12-19,12.600000000000001
2019-12-20,0.0
2019-12-21,0.0
2019-12-22,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-25,8.120000000000001
2019-12-26,7.280000000000001
2019-12-27,6.720000000000001
2019-12-28,14.560000000000002
2019-12-29,7.000000000000001
2019-12-30,13.160000000000002
2019-12-31,0.0
2020-01-01,9.69
2020-01-02,8.67
2020-01-03,8.16
2020-01-04,18.36
2020-01-05,9.18
2020-01-06,8.16
2020-01-07,23.97
2020-01-08,15.81
2020-01-09,8.16
2020-01-10,15.81
2020-01-11,9.18
2020-01-12,8.67
2020-01-13,51.0
2020-01-14,20.91
2020-01-15,7.65
2020-01-16,22.95
2020-01-17,0.0
2020-01-18,17.85
2020-01-19,0.0
2020-01-20,0.0
2020-01-21,7.65
2020-01-22,0.0
2020-01-23,7.65
2020-01-24,7.65
2020-01-25,0.0
2020-01-26,8.16
2020-01-27,0.0
2020-01-28,15.3
2020-01-29,8.16
2020-01-30,23.97
2020-01-31,8.16
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,9.02
2020-02-05,9.02
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,9.02
