,Open,High,Low,Close,Volume,VOX_unscaled,VOX_monthly,isPartial,scale,VOX,VOX stock_unscaled,VOX stock_monthly,isPartial,scale,VOX stock,VOX price_unscaled,VOX price_monthly,isPartial,scale,VOX price,VOX vanguard_unscaled,VOX vanguard_monthly,isPartial,scale,VOX vanguard,Dow Jones_unscaled,Dow Jones_monthly,isPartial,scale,Dow Jones,Trump_unscaled,Trump_monthly,isPartial,scale,Trump
3/29/16,90.37999725,92.51000214,90.12000275,92.48999786,129100,88,56,,0.56,49.28,0,21,,0.21,0,53,43,,0.43,22.79,0,40,,0.4,0,77,23,,0.23,17.71,38,40,,0.4,15.2
3/30/16,92.87000275,93.29000092,92.15000153,92.73999786,108800,82,56,,0.56,45.92,83,21,,0.21,17.43,53,43,,0.43,22.79,0,40,,0.4,0,80,23,,0.23,18.4,43,40,,0.4,17.2
3/31/16,92.87000275,93.04000092,92.47000122,92.72000122,239900,84,56,,0.56,47.04,0,21,,0.21,0,0,43,,0.43,0,0,40,,0.4,0,84,23,,0.23,19.32,38,40,,0.4,15.2
4/1/16,92.26999664,93.86000061,91.61000061,93.72000122,987900,99,50,FALSE,0.5,49.5,0,29,FALSE,0.29,0,85,28,FALSE,0.28,23.8,0,42,FALSE,0.42,0,100,19,FALSE,0.19,19,64,20,FALSE,0.2,12.8
4/4/16,94.15000153,94.15000153,93.41000366,93.62000275,144300,89,50,,0.5,44.5,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,77,19,,0.19,14.63,57,20,,0.2,11.4
4/5/16,93.51000214,93.51000214,92.45999908,92.83000183,207500,84,50,,0.5,42,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,82,19,,0.19,15.58,65,20,,0.2,13
4/6/16,92.62999725,93,92.16000366,93,73600,88,50,,0.5,44,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,80,19,,0.19,15.2,73,20,,0.2,14.6
4/7/16,92.25,92.25,91.30000305,91.63999939,130600,100,50,,0.5,50,84,29,,0.29,24.36,0,28,,0.28,0,0,42,,0.42,0,84,19,,0.19,15.96,53,20,,0.2,10.6
4/8/16,92.11000061,92.51999664,91.55999756,91.87000275,136000,93,50,,0.5,46.5,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,85,19,,0.19,16.15,48,20,,0.2,9.6
4/11/16,92.23999786,92.36000061,91.22000122,91.33000183,94000,85,50,,0.5,42.5,83,29,,0.29,24.07,0,28,,0.28,0,0,42,,0.42,0,79,19,,0.19,15.01,46,20,,0.2,9.2
4/12/16,91.48999786,92.33999634,91.36000061,91.87999725,127300,93,50,,0.5,46.5,0,29,,0.29,0,82,28,,0.28,22.96,0,42,,0.42,0,83,19,,0.19,15.77,48,20,,0.2,9.6
4/13/16,92.12000275,92.19000244,91.36000061,92.01000214,149400,86,50,,0.5,43,0,29,,0.29,0,82,28,,0.28,22.96,0,42,,0.42,0,91,19,,0.19,17.29,56,20,,0.2,11.2
4/14/16,92.08999634,92.30000305,91.58999634,92.06999969,108300,86,50,,0.5,43,0,29,,0.29,0,82,28,,0.28,22.96,82,42,,0.42,34.44,95,19,,0.19,18.05,48,20,,0.2,9.6
4/15/16,92.05000305,92.54000092,91.87999725,92.41999817,60400,92,50,,0.5,46,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,84,19,,0.19,15.96,43,20,,0.2,8.6
4/18/16,92.19999695,93.15000153,92.15000153,92.98000336,106300,92,50,,0.5,46,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,86,19,,0.19,16.34,36,20,,0.2,7.2
4/19/16,93.83000183,93.83000183,93.16999817,93.62999725,95800,78,50,,0.5,39,85,29,,0.29,24.65,0,28,,0.28,0,0,42,,0.42,0,95,19,,0.19,18.05,50,20,,0.2,10
4/20/16,93.91000366,94.05999756,93.38999939,93.55000305,111300,77,50,,0.5,38.5,0,29,,0.29,0,82,28,,0.28,22.96,0,42,,0.42,0,88,19,,0.19,16.72,83,20,,0.2,16.6
4/21/16,93.22000122,93.22000122,91.5,91.69000244,153400,81,50,,0.5,40.5,84,29,,0.29,24.36,0,28,,0.28,0,0,42,,0.42,0,85,19,,0.19,16.15,50,20,,0.2,10
4/22/16,91.81999969,92.83000183,91.81999969,92.73999786,67700,86,50,,0.5,43,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,84,19,,0.19,15.96,45,20,,0.2,9
4/25/16,92.98999786,92.98999786,92.23999786,92.66999817,90400,83,50,,0.5,41.5,84,29,,0.29,24.36,0,28,,0.28,0,0,42,,0.42,0,77,19,,0.19,14.63,45,20,,0.2,9
4/26/16,92.98999786,93.18000031,92.37999725,92.66000366,82200,81,50,,0.5,40.5,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,81,19,,0.19,15.39,52,20,,0.2,10.4
4/27/16,92.55999756,93.81999969,92.55999756,93.56999969,73500,99,50,,0.5,49.5,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,73,19,,0.19,13.87,100,20,,0.2,20
4/28/16,93.23999786,93.84999847,92.88999939,93,74000,93,50,,0.5,46.5,0,29,,0.29,0,0,28,,0.28,0,0,42,,0.42,0,80,19,,0.19,15.2,64,20,,0.2,12.8
4/29/16,93.02999878,93.02999878,92.04000092,92.54000092,78300,75,50,,0.5,37.5,0,29,,0.29,0,84,28,,0.28,23.52,83,42,,0.42,34.86,85,19,,0.19,16.15,68,20,,0.2,13.6
5/2/16,92.86000061,93.95999908,92.55000305,93.94000244,575300,89,52,,0.52,46.28,0,17,,0.17,0,0,51,,0.51,0,95,27,,0.27,25.65,82,17,,0.17,13.94,30,22,,0.22,6.6
5/3/16,93.51999664,93.51999664,92.23999786,92.87000275,195600,85,52,,0.52,44.2,75,17,,0.17,12.75,63,51,,0.51,32.13,0,27,,0.27,0,100,17,,0.17,17,40,22,,0.22,8.8
5/4/16,92.51999664,92.98000336,92.43000031,92.86000061,154800,99,52,,0.52,51.48,0,17,,0.17,0,65,51,,0.51,33.15,0,27,,0.27,0,86,17,,0.17,14.62,100,22,,0.22,22
5/5/16,92.73000336,92.73000336,91.30999756,91.37000275,87400,94,52,,0.52,48.88,0,17,,0.17,0,0,51,,0.51,0,97,27,,0.27,26.19,89,17,,0.17,15.13,66,22,,0.22,14.52
5/6/16,91.51000214,91.76000214,90.56999969,91.73999786,71200,89,52,,0.52,46.28,80,17,,0.17,13.6,70,51,,0.51,35.7,100,27,,0.27,27,83,17,,0.17,14.11,60,22,,0.22,13.2
5/9/16,91.87999725,91.94999695,91.26000214,91.52999878,54300,81,52,,0.52,42.12,78,17,,0.17,13.26,66,51,,0.51,33.66,97,27,,0.27,26.19,79,17,,0.17,13.43,37,22,,0.22,8.14
5/10/16,91.94000244,92.73999786,91.94000244,92.72000122,54400,100,52,,0.52,52,77,17,,0.17,13.09,98,51,,0.51,49.98,0,27,,0.27,0,88,17,,0.17,14.96,36,22,,0.22,7.92
5/11/16,92.73999786,93.01000214,92.33000183,92.40000153,48800,92,52,,0.52,47.84,0,17,,0.17,0,0,51,,0.51,0,0,27,,0.27,0,91,17,,0.17,15.47,38,22,,0.22,8.36
5/12/16,92.69999695,92.88999939,92.23999786,92.58000183,95400,84,52,,0.52,43.68,0,17,,0.17,0,67,51,,0.51,34.17,0,27,,0.27,0,90,17,,0.17,15.3,36,22,,0.22,7.92
5/13/16,92.51000214,92.51000214,91.59999847,92.23000336,117900,86,52,,0.52,44.72,0,17,,0.17,0,0,51,,0.51,0,0,27,,0.27,0,82,17,,0.17,13.94,34,22,,0.22,7.48
5/16/16,92.51999664,93.26000214,92.5,92.94000244,202600,85,52,,0.52,44.2,0,17,,0.17,0,0,51,,0.51,0,0,27,,0.27,0,80,17,,0.17,13.6,33,22,,0.22,7.26
5/17/16,92.95999908,93.01999664,91.25,91.48000336,262100,91,52,,0.52,47.32,0,17,,0.17,0,64,51,,0.51,32.64,0,27,,0.27,0,86,17,,0.17,14.62,33,22,,0.22,7.26
5/18/16,91.45999908,92.02999878,90.34999847,90.91999817,288400,87,52,,0.52,45.24,0,17,,0.17,0,64,51,,0.51,32.64,0,27,,0.27,0,88,17,,0.17,14.96,40,22,,0.22,8.8
5/19/16,90.79000092,90.79000092,89.52999878,90.12999725,112700,95,52,,0.52,49.4,78,17,,0.17,13.26,0,51,,0.51,0,0,27,,0.27,0,88,17,,0.17,14.96,32,22,,0.22,7.04
5/20/16,90.51999664,91.06999969,90.12999725,90.91999817,91700,89,52,,0.52,46.28,0,17,,0.17,0,0,51,,0.51,0,0,27,,0.27,0,84,17,,0.17,14.28,28,22,,0.22,6.16
5/23/16,91,91.11000061,90.58000183,90.62999725,54500,84,52,,0.52,43.68,79,17,,0.17,13.43,68,51,,0.51,34.68,0,27,,0.27,0,73,17,,0.17,12.41,24,22,,0.22,5.28
5/24/16,90.95999908,91.48000336,90.87000275,91.34999847,425500,80,52,,0.52,41.6,80,17,,0.17,13.6,0,51,,0.51,0,98,27,,0.27,26.46,85,17,,0.17,14.45,26,22,,0.22,5.72
5/25/16,91.66000366,91.83000183,91.33000183,91.56999969,69900,88,52,,0.52,45.76,79,17,,0.17,13.43,100,51,,0.51,51,0,27,,0.27,0,96,17,,0.17,16.32,34,22,,0.22,7.48
5/26/16,91.66000366,92.26000214,91.65000153,91.80999756,50600,98,52,,0.52,50.96,81,17,,0.17,13.77,72,51,,0.51,36.72,0,27,,0.27,0,88,17,,0.17,14.96,42,22,,0.22,9.24
5/27/16,91.91000366,92.08999634,91.76000214,92.06999969,108100,85,52,,0.52,44.2,0,17,,0.17,0,0,51,,0.51,0,0,27,,0.27,0,87,17,,0.17,14.79,38,22,,0.22,8.36
5/31/16,92.27999878,92.66999817,91.98999786,92.38999939,650300,83,52,,0.52,43.16,0,17,,0.17,0,0,51,,0.51,0,0,27,,0.27,0,76,17,,0.17,12.92,30,22,,0.22,6.6
6/1/16,92.30999756,92.41999817,90.91999817,91.43000031,420500,72,54,FALSE,0.54,38.88,0,25,FALSE,0.25,0,51,33,FALSE,0.33,16.83,0,22,FALSE,0.22,0,15,27,FALSE,0.27,4.05,67,21,FALSE,0.21,14.07
6/2/16,91.40000153,92.19000244,91.09999847,92.19000244,151900,74,54,,0.54,39.96,0,25,,0.25,0,50,33,,0.33,16.5,0,22,,0.22,0,15,27,,0.27,4.05,67,21,,0.21,14.07
6/3/16,91.88999939,92.01999664,91,91.52999878,221700,100,54,,0.54,54,0,25,,0.25,0,99,33,,0.33,32.67,0,22,,0.22,0,15,27,,0.27,4.05,75,21,,0.21,15.75
6/6/16,91.70999908,92.12999725,91.59999847,91.73000336,182700,74,54,,0.54,39.96,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,13,27,,0.27,3.51,67,21,,0.21,14.07
6/7/16,91.94000244,93.23999786,91.52999878,93.05000305,198500,80,54,,0.54,43.2,81,25,,0.25,20.25,0,33,,0.33,0,80,22,,0.22,17.6,16,27,,0.27,4.32,83,21,,0.21,17.43
6/8/16,93.04000092,93.27999878,92.77999878,93.16000366,62200,79,54,,0.54,42.66,0,25,,0.25,0,49,33,,0.33,16.17,0,22,,0.22,0,18,27,,0.27,4.86,100,21,,0.21,21
6/9/16,92.98999786,93.22000122,92.44000244,93.05000305,63500,65,54,,0.54,35.1,85,25,,0.25,21.25,0,33,,0.33,0,0,22,,0.22,0,16,27,,0.27,4.32,78,21,,0.21,16.38
6/10/16,92.55000305,93.30000305,92.23999786,92.75,90700,68,54,,0.54,36.72,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,16,27,,0.27,4.32,83,21,,0.21,17.43
6/13/16,92.41000366,92.94999695,92.33000183,92.37000275,58300,74,54,,0.54,39.96,82,25,,0.25,20.5,0,33,,0.33,0,0,22,,0.22,0,14,27,,0.27,3.78,95,21,,0.21,19.95
6/14/16,92.31999969,93.18000031,92.18000031,93,75000,78,54,,0.54,42.12,0,25,,0.25,0,49,33,,0.33,16.17,0,22,,0.22,0,16,27,,0.27,4.32,91,21,,0.21,19.11
6/15/16,93.31999969,93.61000061,93.05999756,93.12000275,103600,60,54,,0.54,32.4,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,14,27,,0.27,3.78,87,21,,0.21,18.27
6/16/16,92.94000244,94.06999969,92.65000153,94.06999969,157800,80,54,,0.54,43.2,0,25,,0.25,0,100,33,,0.33,33,0,22,,0.22,0,15,27,,0.27,4.05,78,21,,0.21,16.38
6/17/16,94.08000183,94.30000305,93.48999786,94.30000305,59500,70,54,,0.54,37.8,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,14,27,,0.27,3.78,72,21,,0.21,15.12
6/20/16,95.08000183,95.33000183,94.80000305,95.08000183,69400,74,54,,0.54,39.96,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,15,27,,0.27,4.05,62,21,,0.21,13.02
6/21/16,94.66000366,95.48999786,94.31999969,95.20999908,43300,68,54,,0.54,36.72,0,25,,0.25,0,49,33,,0.33,16.17,0,22,,0.22,0,17,27,,0.27,4.59,81,21,,0.21,17.01
6/22/16,95.19000244,95.63999939,94.88999939,94.88999939,230100,78,54,,0.54,42.12,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,15,27,,0.27,4.05,81,21,,0.21,17.01
6/23/16,95.62999725,96.69999695,95.55999756,96.68000031,123200,77,54,,0.54,41.58,0,25,,0.25,0,51,33,,0.33,16.83,0,22,,0.22,0,18,27,,0.27,4.86,64,21,,0.21,13.44
6/24/16,94.04000092,95.76000214,94.04000092,94.63999939,446800,98,54,,0.54,52.92,86,25,,0.25,21.5,53,33,,0.33,17.49,0,22,,0.22,0,100,27,,0.27,27,71,21,,0.21,14.91
6/27/16,94.05999756,94.09999847,93,93.61000061,143900,77,54,,0.54,41.58,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,52,27,,0.27,14.04,57,21,,0.21,11.97
6/28/16,94.27999878,94.87999725,94.08999634,94.80999756,180000,73,54,,0.54,39.42,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,42,27,,0.27,11.34,58,21,,0.21,12.18
6/29/16,95.44999695,96.80000305,95.44999695,96.68000031,132900,66,54,,0.54,35.64,0,25,,0.25,0,0,33,,0.33,0,0,22,,0.22,0,35,27,,0.27,9.45,57,21,,0.21,11.97
6/30/16,97.05000305,98.40000153,96.59999847,98.40000153,108000,67,54,,0.54,36.18,85,25,,0.25,21.25,0,33,,0.33,0,0,22,,0.22,0,29,27,,0.27,7.83,57,21,,0.21,11.97
7/1/16,98.63999939,98.94999695,97.94999695,98.80999756,158500,58,56,FALSE,0.56,32.48,0,8,FALSE,0.08,0,44,36,FALSE,0.36,15.84,85,22,FALSE,0.22,18.7,100,21,FALSE,0.21,21,13,39,FALSE,0.39,5.07
7/5/16,98.91000366,99.13999939,98.48000336,98.48000336,195900,68,56,,0.56,38.08,0,8,,0.08,0,0,36,,0.36,0,0,22,,0.22,0,71,21,,0.21,14.91,16,39,,0.39,6.24
7/6/16,98.37999725,98.95999908,97.48999786,98.93000031,349900,70,56,,0.56,39.2,0,8,,0.08,0,0,36,,0.36,0,0,22,,0.22,0,72,21,,0.21,15.12,17,39,,0.39,6.63
7/7/16,98.68000031,98.90000153,97.84999847,98.29000092,249900,66,56,,0.56,36.96,50,8,,0.08,4,42,36,,0.36,15.12,0,22,,0.22,0,65,21,,0.21,13.65,16,39,,0.39,6.24
7/8/16,98.61000061,100.0699997,98.18000031,100.0400009,117200,73,56,,0.56,40.88,0,8,,0.08,0,43,36,,0.36,15.48,82,22,,0.22,18.04,69,21,,0.21,14.49,15,39,,0.39,5.85
7/11/16,100.2300034,100.4800034,99.69999695,100.4300003,121900,72,56,,0.56,40.32,0,8,,0.08,0,0,36,,0.36,0,0,22,,0.22,0,75,21,,0.21,15.75,12,39,,0.39,4.68
7/12/16,100.4499969,101.3199997,100.4499969,100.7900009,295300,79,56,,0.56,44.24,100,8,,0.08,8,0,36,,0.36,0,0,22,,0.22,0,83,21,,0.21,17.43,14,39,,0.39,5.46
7/13/16,101.0500031,102.0500031,100.6800003,101.4899979,1260300,67,56,,0.56,37.52,0,8,,0.08,0,0,36,,0.36,0,0,22,,0.22,0,81,21,,0.21,17.01,16,39,,0.39,6.24
7/14/16,101.5400009,101.8700027,101.3199997,101.4400024,101400,60,56,,0.56,33.6,0,8,,0.08,0,0,36,,0.36,0,79,22,,0.22,17.38,79,21,,0.21,16.59,20,39,,0.39,7.8
7/15/16,101.6800003,101.9899979,101.2099991,101.6399994,209300,67,56,,0.56,37.52,51,8,,0.08,4.08,88,36,,0.36,31.68,84,22,,0.22,18.48,77,21,,0.21,16.17,24,39,,0.39,9.36
7/18/16,101.4499969,101.5500031,100.8899994,101.1399994,403200,74,56,,0.56,41.44,0,8,,0.08,0,43,36,,0.36,15.48,0,22,,0.22,0,63,21,,0.21,13.23,25,39,,0.39,9.75
7/19/16,101.0400009,101.1100006,100.4300003,100.4800034,121300,90,56,,0.56,50.4,49,8,,0.08,3.92,42,36,,0.36,15.12,0,22,,0.22,0,66,21,,0.21,13.86,93,39,,0.39,36.27
7/20/16,100.4800034,100.5,100.0299988,100.3899994,165600,85,56,,0.56,47.6,50,8,,0.08,4,0,36,,0.36,0,0,22,,0.22,0,66,21,,0.21,13.86,78,39,,0.39,30.42
7/21/16,100.25,100.5100021,99.27999878,99.51000214,124100,87,56,,0.56,48.72,50,8,,0.08,4,0,36,,0.36,0,0,22,,0.22,0,69,21,,0.21,14.49,62,39,,0.39,24.18
7/22/16,99.58999634,101.6800003,99.58999634,101.2600021,111300,100,56,,0.56,56,0,8,,0.08,0,44,36,,0.36,15.84,0,22,,0.22,0,58,21,,0.21,12.18,100,39,,0.39,39
7/25/16,101.4300003,101.4400024,101.0500031,101.3499985,161400,85,56,,0.56,47.6,0,8,,0.08,0,0,36,,0.36,0,0,22,,0.22,0,52,21,,0.21,10.92,27,39,,0.39,10.53
7/26/16,101.25,101.3099976,100.3600006,100.6699982,178700,90,56,,0.56,50.4,0,8,,0.08,0,0,36,,0.36,0,0,22,,0.22,0,63,21,,0.21,13.23,34,39,,0.39,13.26
7/27/16,100.8099976,100.9199982,100.2799988,100.75,75900,84,56,,0.56,47.04,49,8,,0.08,3.92,44,36,,0.36,15.84,0,22,,0.22,0,61,21,,0.21,12.81,37,39,,0.39,14.43
7/28/16,100.6399994,100.6399994,99.73999786,99.94000244,72100,94,56,,0.56,52.64,0,8,,0.08,0,0,36,,0.36,0,0,22,,0.22,0,59,21,,0.21,12.39,44,39,,0.39,17.16
7/29/16,100.0500031,101.3799973,99.95999908,101.0500031,148500,99,56,,0.56,55.44,0,8,,0.08,0,45,36,,0.36,16.2,0,22,,0.22,0,57,21,,0.21,11.97,46,39,,0.39,17.94
8/1/16,101.0899963,101.3099976,100.2200012,100.3499985,176800,97,53,FALSE,0.53,51.41,0,33,FALSE,0.33,0,79,23,FALSE,0.23,18.17,0,33,FALSE,0.33,0,81,17,FALSE,0.17,13.77,91,31,FALSE,0.31,28.21
8/2/16,100.0800018,100.1800003,98.36000061,98.79000092,189800,93,53,,0.53,49.29,94,33,,0.33,31.02,82,23,,0.23,18.86,0,33,,0.33,0,96,17,,0.17,16.32,95,31,,0.31,29.45
8/3/16,98.69999695,98.97000122,98.37999725,98.91999817,101600,85,53,,0.53,45.05,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,100,17,,0.17,17,100,31,,0.31,31
8/4/16,98.91999817,99.02999878,98.16999817,98.76999664,167900,90,53,,0.53,47.7,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,96,17,,0.17,16.32,84,31,,0.31,26.04
8/5/16,98.90000153,98.90000153,98.13999939,98.30000305,99200,90,53,,0.53,47.7,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,95,17,,0.17,16.15,71,31,,0.31,22.01
8/8/16,98.29000092,98.33000183,97.66000366,97.93000031,176400,82,53,,0.53,43.46,97,33,,0.33,32.01,0,23,,0.23,0,0,33,,0.33,0,84,17,,0.17,14.28,51,31,,0.31,15.81
8/9/16,98,98.23999786,97.76000214,98.20999908,521400,77,53,,0.53,40.81,95,33,,0.33,31.35,82,23,,0.23,18.86,0,33,,0.33,0,94,17,,0.17,15.98,57,31,,0.31,17.67
8/10/16,98.26000214,98.37000275,97.72000122,97.80000305,209900,87,53,,0.53,46.11,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,88,17,,0.17,14.96,80,31,,0.31,24.8
8/11/16,97.98999786,98.16999817,97.69999695,97.77999878,252600,77,53,,0.53,40.81,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,99,17,,0.17,16.83,69,31,,0.31,21.39
8/12/16,97.68000031,98.11000061,96.87999725,97.01000214,1706700,65,53,,0.53,34.45,0,33,,0.33,0,0,23,,0.23,0,100,33,,0.33,33,95,17,,0.17,16.15,52,31,,0.31,16.12
8/15/16,97.19999695,97.38999939,96.86000061,96.93000031,704100,81,53,,0.53,42.93,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,87,17,,0.17,14.79,43,31,,0.31,13.33
8/16/16,96.93000031,96.98999786,95.22000122,95.22000122,316300,73,53,,0.53,38.69,98,33,,0.33,32.34,0,23,,0.23,0,0,33,,0.33,0,87,17,,0.17,14.79,40,31,,0.31,12.4
8/17/16,95.30000305,95.38999939,94.01999664,95.08999634,258700,83,53,,0.53,43.99,100,33,,0.33,33,0,23,,0.23,0,0,33,,0.33,0,89,17,,0.17,15.13,44,31,,0.31,13.64
8/18/16,95.13999939,95.20999908,94.55000305,95.05999756,407700,100,53,,0.53,53,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,91,17,,0.17,15.47,45,31,,0.31,13.95
8/19/16,94.76000214,94.91000366,93.70999908,94.27999878,141200,81,53,,0.53,42.93,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,81,17,,0.17,13.77,63,31,,0.31,19.53
8/22/16,94.25,94.62000275,93.62999725,94.40000153,286900,75,53,,0.53,39.75,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,76,17,,0.17,12.92,41,31,,0.31,12.71
8/23/16,94.69999695,95.08999634,94.52999878,94.69000244,272900,86,53,,0.53,45.58,0,33,,0.33,0,88,23,,0.23,20.24,0,33,,0.33,0,81,17,,0.17,13.77,44,31,,0.31,13.64
8/24/16,94.72000122,94.98999786,94.41999817,94.61000061,94800,86,53,,0.53,45.58,98,33,,0.33,32.34,0,23,,0.23,0,0,33,,0.33,0,82,17,,0.17,13.94,41,31,,0.31,12.71
8/25/16,94.40000153,95.19000244,94.33999634,95.13999939,104700,91,53,,0.53,48.23,0,33,,0.33,0,82,23,,0.23,18.86,0,33,,0.33,0,83,17,,0.17,14.11,44,31,,0.31,13.64
8/26/16,95.11000061,95.83000183,93.98999786,94.41000366,126200,88,53,,0.53,46.64,94,33,,0.33,31.02,0,23,,0.23,0,0,33,,0.33,0,83,17,,0.17,14.11,40,31,,0.31,12.4
8/29/16,94.73999786,95.40000153,94.69000244,95.33999634,178900,92,53,,0.53,48.76,0,33,,0.33,0,0,23,,0.23,0,0,33,,0.33,0,76,17,,0.17,12.92,35,31,,0.31,10.85
8/30/16,95.44000244,95.52999878,94.88999939,95.13999939,334400,78,53,,0.53,41.34,0,33,,0.33,0,76,23,,0.23,17.48,0,33,,0.33,0,78,17,,0.17,13.26,34,31,,0.31,10.54
8/31/16,95.16000366,95.27999878,94.5,95.04000092,71400,83,53,,0.53,43.99,90,33,,0.33,29.7,77,23,,0.23,17.71,0,33,,0.33,0,83,17,,0.17,14.11,50,31,,0.31,15.5
9/1/16,95.12000275,95.18000031,94.41999817,94.63999939,230400,53,53,FALSE,0.53,28.09,0,24,FALSE,0.24,0,0,34,FALSE,0.34,0,0,21,FALSE,0.21,0,74,16,FALSE,0.16,11.84,29,30,FALSE,0.3,8.7
9/2/16,95.08000183,95.70999908,95,95.44000244,213000,63,53,,0.53,33.39,85,24,,0.24,20.4,0,34,,0.34,0,0,21,,0.21,0,70,16,,0.16,11.2,20,30,,0.3,6
9/6/16,95.68000031,96.18000031,95.36000061,95.79000092,174500,58,53,,0.53,30.74,0,24,,0.24,0,50,34,,0.34,17,0,21,,0.21,0,66,16,,0.16,10.56,18,30,,0.3,5.4
9/7/16,95.87000275,96.37000275,95.70999908,96.30999756,131000,55,53,,0.53,29.15,79,24,,0.24,18.96,50,34,,0.34,17,0,21,,0.21,0,67,16,,0.16,10.72,20,30,,0.3,6
9/8/16,96.16999817,96.38999939,95.98000336,96.22000122,85900,61,53,,0.53,32.33,0,24,,0.24,0,0,34,,0.34,0,0,21,,0.21,0,67,16,,0.16,10.72,24,30,,0.3,7.2
9/9/16,95.54000092,95.83999634,93.01999664,93.01999664,127500,60,53,,0.53,31.8,0,24,,0.24,0,52,34,,0.34,17.68,0,21,,0.21,0,94,16,,0.16,15.04,19,30,,0.3,5.7
9/12/16,92.59999847,95.63999939,92.44999695,95.44999695,248600,58,53,,0.53,30.74,0,24,,0.24,0,51,34,,0.34,17.34,0,21,,0.21,0,100,16,,0.16,16,20,30,,0.3,6
9/13/16,94.75,94.75,92.66000366,93.25,129900,60,53,,0.53,31.8,79,24,,0.24,18.96,49,34,,0.34,16.66,0,21,,0.21,0,100,16,,0.16,16,19,30,,0.3,5.7
9/14/16,93.37999725,93.75,92.88999939,93.12999725,102000,60,53,,0.53,31.8,80,24,,0.24,19.2,0,34,,0.34,0,0,21,,0.21,0,91,16,,0.16,14.56,25,30,,0.3,7.5
9/15/16,93.09999847,94.43000031,92.88999939,94.19000244,53700,68,53,,0.53,36.04,0,24,,0.24,0,50,34,,0.34,17,0,21,,0.21,0,90,16,,0.16,14.4,24,30,,0.3,7.2
9/16/16,94.04000092,94.33000183,93.23999786,94.06999969,104800,57,53,,0.53,30.21,0,24,,0.24,0,0,34,,0.34,0,85,21,,0.21,17.85,82,16,,0.16,13.12,26,30,,0.3,7.8
9/19/16,94.37999725,94.55999756,93.51999664,93.94999695,80600,68,53,,0.53,36.04,0,24,,0.24,0,100,34,,0.34,34,0,21,,0.21,0,65,16,,0.16,10.4,20,30,,0.3,6
9/20/16,93.62000275,93.62000275,92.19999695,92.19999695,99300,61,53,,0.53,32.33,79,24,,0.24,18.96,100,34,,0.34,34,0,21,,0.21,0,77,16,,0.16,12.32,22,30,,0.3,6.6
9/21/16,92.52999878,93.44000244,92.12999725,93.30000305,62400,64,53,,0.53,33.92,0,24,,0.24,0,51,34,,0.34,17.34,0,21,,0.21,0,80,16,,0.16,12.8,23,30,,0.3,6.9
9/22/16,93.81999969,94.87000275,93.33999634,94.81999969,54200,60,53,,0.53,31.8,0,24,,0.24,0,50,34,,0.34,17,0,21,,0.21,0,86,16,,0.16,13.76,21,30,,0.3,6.3
9/23/16,94.66000366,95.36000061,94.54000092,95.12000275,292400,59,53,,0.53,31.27,0,24,,0.24,0,52,34,,0.34,17.68,0,21,,0.21,0,83,16,,0.16,13.28,21,30,,0.3,6.3
9/26/16,94.83000183,95.05000305,94.5,94.55999756,58300,57,53,,0.53,30.21,0,24,,0.24,0,50,34,,0.34,17,0,21,,0.21,0,70,16,,0.16,11.2,28,30,,0.3,8.4
9/27/16,94.69999695,95.40000153,94.47000122,95.26999664,105200,100,53,,0.53,53,0,24,,0.24,0,49,34,,0.34,16.66,0,21,,0.21,0,78,16,,0.16,12.48,100,30,,0.3,30
9/28/16,95.08000183,95.16000366,94.23999786,95.05999756,109400,75,53,,0.53,39.75,0,24,,0.24,0,0,34,,0.34,0,0,21,,0.21,0,78,16,,0.16,12.48,43,30,,0.3,12.9
