,Open,High,Low,Close,Volume,VOX_unscaled,VOX_monthly,isPartial,scale,VOX,VOX stock_unscaled,VOX stock_monthly,isPartial,scale,VOX stock,VOX price_unscaled,VOX price_monthly,isPartial,scale,VOX price,VOX vanguard_unscaled,VOX vanguard_monthly,isPartial,scale,VOX vanguard,Dow Jones_unscaled,Dow Jones_monthly,isPartial,scale,Dow Jones,Trump_unscaled,Trump_monthly,isPartial,scale,Trump
5/18/10,56.29999924,56.45999908,55.29999924,55.52999878,85400,62,52,,0.52,32.24,0,22,,0.22,0,0,59,,0.59,0,0,63,,0.63,0,29,18,,0.18,5.22,55,1,,0.01,0.55
5/19/10,55.20999908,55.5,54.68999863,55.16999817,73900,68,52,,0.52,35.36,100,22,,0.22,22,61,59,,0.59,35.99,0,63,,0.63,0,31,18,,0.18,5.58,46,1,,0.01,0.46
5/20/10,54.45000076,54.45000076,53.22999954,53.27999878,97700,64,52,,0.52,33.28,0,22,,0.22,0,0,59,,0.59,0,0,63,,0.63,0,50,18,,0.18,9,38,1,,0.01,0.38
5/21/10,52.41999817,53.59000015,52.11000061,53.59000015,107300,64,52,,0.52,33.28,0,22,,0.22,0,0,59,,0.59,0,0,63,,0.63,0,56,18,,0.18,10.08,36,1,,0.01,0.36
5/24/10,53.66999817,54.00999832,53.24000168,53.34000015,23100,65,52,,0.52,33.8,0,22,,0.22,0,0,59,,0.59,0,0,63,,0.63,0,35,18,,0.18,6.3,79,1,,0.01,0.79
5/25/10,52.38999939,53.52000046,51.84999847,53.52000046,34800,67,52,,0.52,34.84,0,22,,0.22,0,0,59,,0.59,0,0,63,,0.63,0,62,18,,0.18,11.16,54,1,,0.01,0.54
5/26/10,53.75,53.84999847,52.99000168,53.04000092,29600,64,52,,0.52,33.28,0,22,,0.22,0,0,59,,0.59,0,0,63,,0.63,0,37,18,,0.18,6.66,44,1,,0.01,0.44
5/27/10,53.84999847,54.61999893,53.49000168,54.61000061,11600,79,52,,0.52,41.08,0,22,,0.22,0,67,59,,0.59,39.53,0,63,,0.63,0,39,18,,0.18,7.02,43,1,,0.01,0.43
5/28/10,54.65000153,54.70999908,54,54.13999939,27000,53,52,,0.52,27.56,0,22,,0.22,0,70,59,,0.59,41.3,0,63,,0.63,0,40,18,,0.18,7.2,41,1,,0.01,0.41
10/1/10,63.29000092,63.50999832,62.83000183,63.16999817,279900,99,52,FALSE,0.52,51.48,0,17,FALSE,0.17,0,71,67,FALSE,0.67,47.57,0,100,FALSE,1,0,84,10,FALSE,0.1,8.4,75,1,FALSE,0.01,0.75
10/4/10,63.34000015,63.59999847,62.84000015,62.97999954,27600,79,52,,0.52,41.08,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,72,10,,0.1,7.2,60,1,,0.01,0.6
10/5/10,63.52999878,64.16000366,63.47000122,64.01999664,40600,63,52,,0.52,32.76,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,79,10,,0.1,7.9,100,1,,0.01,1
10/6/10,64.01999664,64.05000305,63.36999893,63.72000122,37200,49,52,,0.52,25.48,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,92,10,,0.1,9.2,79,1,,0.01,0.79
10/7/10,63.79000092,63.79000092,62.90000153,63.15999985,27500,95,52,,0.52,49.4,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,89,10,,0.1,8.9,81,1,,0.01,0.81
10/8/10,63.31000137,63.31000137,62.54000092,63.06999969,19300,80,52,,0.52,41.6,0,17,,0.17,0,72,67,,0.67,48.24,0,100,,1,0,82,10,,0.1,8.2,81,1,,0.01,0.81
10/11/10,63.09999847,63.45000076,63.00999832,63.00999832,20800,70,52,,0.52,36.4,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,73,10,,0.1,7.3,63,1,,0.01,0.63
10/12/10,62.79000092,63.25,62.45999908,63.11000061,88100,86,52,,0.52,44.72,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,77,10,,0.1,7.7,50,1,,0.01,0.5
10/13/10,63.50999832,63.68999863,63.29000092,63.40999985,23500,81,52,,0.52,42.12,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,91,10,,0.1,9.1,70,1,,0.01,0.7
10/14/10,63.45000076,63.59999847,63.11000061,63.31000137,46600,84,52,,0.52,43.68,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,93,10,,0.1,9.3,57,1,,0.01,0.57
10/15/10,63.93000031,63.93000031,62.90000153,63.06000137,16600,60,52,,0.52,31.2,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,87,10,,0.1,8.7,64,1,,0.01,0.64
10/18/10,63.06000137,63.63000107,62.90999985,63.40999985,17600,69,52,,0.52,35.88,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,79,10,,0.1,7.9,52,1,,0.01,0.52
10/19/10,63.29000092,63.29000092,62.20000076,62.47000122,40500,100,52,,0.52,52,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,94,10,,0.1,9.4,58,1,,0.01,0.58
10/20/10,62.91999817,63.59999847,62.91999817,63.34999847,14500,81,52,,0.52,42.12,0,17,,0.17,0,68,67,,0.67,45.56,0,100,,1,0,100,10,,0.1,10,50,1,,0.01,0.5
10/21/10,63.47000122,63.65000153,62.59000015,63.11000061,26600,59,52,,0.52,30.68,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,81,10,,0.1,8.1,55,1,,0.01,0.55
10/22/10,63.09000015,63.09000015,62.74000168,63.06000137,46800,47,52,,0.52,24.44,100,17,,0.17,17,0,67,,0.67,0,100,100,,1,100,75,10,,0.1,7.5,95,1,,0.01,0.95
10/25/10,63.72999954,63.72999954,63.33000183,63.34999847,24200,67,52,,0.52,34.84,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,71,10,,0.1,7.1,59,1,,0.01,0.59
10/26/10,63.13999939,63.75,63.13999939,63.45000076,18000,74,52,,0.52,38.48,0,17,,0.17,0,0,67,,0.67,0,91,100,,1,91,69,10,,0.1,6.9,60,1,,0.01,0.6
10/27/10,63.11999893,63.11999893,62.47999954,63.06000137,19900,77,52,,0.52,40.04,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,74,10,,0.1,7.4,58,1,,0.01,0.58
10/28/10,63.36999893,63.65000153,63.18000031,63.47000122,27100,65,52,,0.52,33.8,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,63,10,,0.1,6.3,52,1,,0.01,0.52
10/29/10,63.40999985,63.65999985,63.33000183,63.47000122,28000,68,52,,0.52,35.36,0,17,,0.17,0,0,67,,0.67,0,0,100,,1,0,72,10,,0.1,7.2,68,1,,0.01,0.68
12/1/10,63.95999908,64,63.68000031,63.81999969,27600,68,47,FALSE,0.47,31.96,0,0,FALSE,0,0,71,46,FALSE,0.46,32.66,0,49,FALSE,0.49,0,100,8,FALSE,0.08,8,79,1,FALSE,0.01,0.79
12/2/10,64.34999847,64.48999786,64.05999756,64.40000153,36600,73,47,,0.47,34.31,0,0,,0,0,36,46,,0.46,16.56,0,49,,0.49,0,98,8,,0.08,7.84,70,1,,0.01,0.7
12/3/10,64.12999725,64.69999695,64.12999725,64.69999695,16400,60,47,,0.47,28.2,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,90,8,,0.08,7.2,77,1,,0.01,0.77
12/6/10,64.87999725,64.97000122,64.65000153,64.81999969,33600,53,47,,0.47,24.91,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,76,8,,0.08,6.08,60,1,,0.01,0.6
12/7/10,65.01999664,65.37999725,64.97000122,64.97000122,36500,61,47,,0.47,28.67,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,94,8,,0.08,7.52,63,1,,0.01,0.63
12/8/10,65.13999939,65.36000061,64.81999969,64.95999908,26500,66,47,,0.47,31.02,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,84,8,,0.08,6.72,53,1,,0.01,0.53
12/9/10,65.55999756,65.56999969,65.16999817,65.56999969,20000,71,47,,0.47,33.37,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,74,8,,0.08,5.92,70,1,,0.01,0.7
12/10/10,65.65000153,66,65.51999664,65.98000336,17800,59,47,,0.47,27.73,0,0,,0,0,38,46,,0.46,17.48,0,49,,0.49,0,79,8,,0.08,6.32,100,1,,0.01,1
12/13/10,66.19000244,66.47000122,65.98000336,65.98000336,12800,74,47,,0.47,34.78,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,65,8,,0.08,5.2,55,1,,0.01,0.55
12/14/10,66.16000366,66.80999756,66.16000366,66.80999756,31600,85,47,,0.47,39.95,0,0,,0,0,36,46,,0.46,16.56,0,49,,0.49,0,86,8,,0.08,6.88,50,1,,0.01,0.5
12/15/10,66.87000275,67.12999725,66.41999817,66.52999878,27000,73,47,,0.47,34.31,0,0,,0,0,73,46,,0.46,33.58,100,49,,0.49,49,84,8,,0.08,6.72,63,1,,0.01,0.63
12/16/10,66.59999847,66.69999695,66.18000031,66.62999725,14800,72,47,,0.47,33.84,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,82,8,,0.08,6.56,60,1,,0.01,0.6
12/17/10,66.62999725,66.62999725,66.09999847,66.22000122,19700,69,47,,0.47,32.43,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,76,8,,0.08,6.08,62,1,,0.01,0.62
12/20/10,66.66000366,66.91000366,66.33999634,66.75,51700,64,47,,0.47,30.08,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,69,8,,0.08,5.52,63,1,,0.01,0.63
12/21/10,67.16000366,67.16000366,66.83000183,67.04000092,50000,72,47,,0.47,33.84,0,0,,0,0,38,46,,0.46,17.48,0,49,,0.49,0,80,8,,0.08,6.4,58,1,,0.01,0.58
12/22/10,65.61000061,65.61000061,64.94000244,65.23999786,35300,58,47,,0.47,27.26,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,68,8,,0.08,5.44,63,1,,0.01,0.63
12/23/10,65.63999939,65.63999939,65.19000244,65.33000183,21300,69,47,,0.47,32.43,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,69,8,,0.08,5.52,61,1,,0.01,0.61
12/27/10,65.68000031,65.77999878,65.13999939,65.58999634,50800,87,47,,0.47,40.89,0,0,,0,0,43,46,,0.46,19.78,0,49,,0.49,0,76,8,,0.08,6.08,53,1,,0.01,0.53
12/28/10,65.88999939,65.88999939,65.44999695,65.51000214,20200,72,47,,0.47,33.84,0,0,,0,0,42,46,,0.46,19.32,0,49,,0.49,0,74,8,,0.08,5.92,50,1,,0.01,0.5
12/29/10,65.91999817,65.91999817,65.44999695,65.62999725,41400,76,47,,0.47,35.72,0,0,,0,0,41,46,,0.46,18.86,0,49,,0.49,0,78,8,,0.08,6.24,49,1,,0.01,0.49
12/30/10,65.76999664,65.76999664,65.5,65.63999939,170000,60,47,,0.47,28.2,0,0,,0,0,0,46,,0.46,0,0,49,,0.49,0,72,8,,0.08,5.76,62,1,,0.01,0.62
12/31/10,65.94000244,65.94000244,65.62999725,65.62999725,21300,81,47,,0.47,38.07,0,0,,0,0,48,46,,0.46,22.08,0,49,,0.49,0,64,8,,0.08,5.12,50,1,,0.01,0.5
1/3/11,66.51000214,66.69000244,66.11000061,66.62999725,94000,80,42,,0.42,33.6,0,14,,0.14,0,100,33,,0.33,33,0,40,,0.4,0,74,9,,0.09,6.66,30,1,,0.01,0.3
1/4/11,66.47000122,67,66.45999908,66.88999939,78800,75,42,,0.42,31.5,0,14,,0.14,0,0,33,,0.33,0,100,40,,0.4,40,91,9,,0.09,8.19,41,1,,0.01,0.41
1/5/11,66.58999634,67.66000366,66.58999634,67.66000366,21900,63,42,,0.42,26.46,0,14,,0.14,0,48,33,,0.33,15.84,0,40,,0.4,0,75,9,,0.09,6.75,40,1,,0.01,0.4
1/6/11,68.19000244,68.19000244,66.16000366,66.51999664,43800,75,42,,0.42,31.5,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,77,9,,0.09,6.93,42,1,,0.01,0.42
1/7/11,66.19999695,66.19999695,65.51000214,66.08999634,24700,79,42,,0.42,33.18,0,14,,0.14,0,51,33,,0.33,16.83,0,40,,0.4,0,77,9,,0.09,6.93,39,1,,0.01,0.39
1/10/11,66,66,65.51999664,65.87999725,14800,98,42,,0.42,41.16,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,64,9,,0.09,5.76,33,1,,0.01,0.33
1/11/11,66.15000153,66.15000153,64.94000244,65.27999878,49600,84,42,,0.42,35.28,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,67,9,,0.09,6.03,45,1,,0.01,0.45
1/12/11,65.44000244,65.77999878,65.44000244,65.58000183,32600,80,42,,0.42,33.6,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,70,9,,0.09,6.3,38,1,,0.01,0.38
1/13/11,65.68000031,65.91999817,65.52999878,65.77999878,28500,87,42,,0.42,36.54,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,76,9,,0.09,6.84,49,1,,0.01,0.49
1/14/11,65.87999725,65.91000366,65.51000214,65.51000214,51800,79,42,,0.42,33.18,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,74,9,,0.09,6.66,54,1,,0.01,0.54
1/18/11,65.19999695,65.66999817,64.87999725,64.97000122,37500,76,42,,0.42,31.92,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,68,9,,0.09,6.12,39,1,,0.01,0.39
1/19/11,64.94000244,65.11000061,64.22000122,64.33000183,122300,92,42,,0.42,38.64,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,75,9,,0.09,6.75,43,1,,0.01,0.43
1/20/11,64.19999695,64.37000275,64.08999634,64.13999939,20100,77,42,,0.42,32.34,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,70,9,,0.09,6.3,41,1,,0.01,0.41
1/21/11,64.61000061,64.62000275,64.26000214,64.30000305,21100,96,42,,0.42,40.32,0,14,,0.14,0,48,33,,0.33,15.84,0,40,,0.4,0,78,9,,0.09,7.02,81,1,,0.01,0.81
1/24/11,64.70999908,64.84999847,64.33999634,64.84999847,60600,76,42,,0.42,31.92,0,14,,0.14,0,47,33,,0.33,15.51,0,40,,0.4,0,76,9,,0.09,6.84,61,1,,0.01,0.61
1/25/11,65.06999969,65.33999634,64.37000275,65.30999756,50900,74,42,,0.42,31.08,100,14,,0.14,14,0,33,,0.33,0,0,40,,0.4,0,75,9,,0.09,6.75,49,1,,0.01,0.49
1/26/11,65.48999786,66.33000183,65.48999786,66.30000305,37900,71,42,,0.42,29.82,0,14,,0.14,0,0,33,,0.33,0,93,40,,0.4,37.2,100,9,,0.09,9,40,1,,0.01,0.4
1/27/11,66.30999756,66.30999756,65.52999878,66,29600,78,42,,0.42,32.76,0,14,,0.14,0,0,33,,0.33,0,0,40,,0.4,0,89,9,,0.09,8.01,44,1,,0.01,0.44
1/28/11,66.09999847,66.09999847,64.41000366,64.43000031,29500,100,42,,0.42,42,0,14,,0.14,0,50,33,,0.33,16.5,0,40,,0.4,0,89,9,,0.09,8.01,37,1,,0.01,0.37
1/31/11,64.68000031,64.68000031,64.23999786,64.55999756,14300,68,42,,0.42,28.56,0,14,,0.14,0,44,33,,0.33,14.52,0,40,,0.4,0,79,9,,0.09,7.11,48,1,,0.01,0.48
6/1/11,72.31999969,72.37999725,71.29000092,71.29000092,84500,49,37,FALSE,0.37,18.13,0,41,FALSE,0.41,0,0,70,FALSE,0.7,0,0,0,FALSE,0,0,81,10,FALSE,0.1,8.1,91,1,FALSE,0.01,0.91
6/2/11,71.52999878,71.55000305,71,71.29000092,73900,67,37,,0.37,24.79,0,41,,0.41,0,0,70,,0.7,0,0,0,,0,0,99,10,,0.1,9.9,100,1,,0.01,1
6/3/11,70.73000336,70.73000336,69.93000031,69.98000336,91400,60,37,,0.37,22.2,0,41,,0.41,0,0,70,,0.7,0,0,0,,0,0,83,10,,0.1,8.3,100,1,,0.01,1
6/6/11,70.05999756,70.05999756,69.16000366,69.20999908,228500,63,37,,0.37,23.31,0,41,,0.41,0,52,70,,0.7,36.4,0,0,,0,0,66,10,,0.1,6.6,71,1,,0.01,0.71
6/7/11,69.27999878,69.59999847,68.98000336,69.11000061,23600,48,37,,0.37,17.76,0,41,,0.41,0,0,70,,0.7,0,0,0,,0,0,74,10,,0.1,7.4,65,1,,0.01,0.65
6/8/11,69,69.23999786,68.75,68.91000366,11700,50,37,,0.37,18.5,99,41,,0.41,40.59,51,70,,0.7,35.7,0,0,,0,0,77,10,,0.1,7.7,62,1,,0.01,0.62
6/9/11,69.15000153,69.25,68.61000061,69.09999847,31900,57,37,,0.37,21.09,0,41,,0.41,0,0,70,,0.7,0,0,0,,0,0,65,10,,0.1,6.5,63,1,,0.01,0.63
6/10/11,68.87999725,69,68.30999756,68.34999847,13900,59,37,,0.37,21.83,0,41,,0.41,0,54,70,,0.7,37.8,0,0,,0,0,91,10,,0.1,9.1,70,1,,0.01,0.7
6/13/11,68.38999939,68.88999939,68.25,68.52999878,34900,66,37,,0.37,24.42,0,41,,0.41,0,51,70,,0.7,35.7,0,0,,0,0,82,10,,0.1,8.2,62,1,,0.01,0.62
6/14/11,69.09999847,69.27999878,68.94000244,69.12999725,63800,74,37,,0.37,27.38,92,41,,0.41,37.72,100,70,,0.7,70,0,0,,0,0,86,10,,0.1,8.6,66,1,,0.01,0.66
6/15/11,68.68000031,69.06999969,68.01000214,68.25,24300,45,37,,0.37,16.65,98,41,,0.41,40.18,0,70,,0.7,0,0,0,,0,0,100,10,,0.1,10,67,1,,0.01,0.67
6/16/11,68.27999878,68.54000092,68.12000275,68.37000275,19100,72,37,,0.37,26.64,0,41,,0.41,0,51,70,,0.7,35.7,0,0,,0,0,82,10,,0.1,8.2,59,1,,0.01,0.59
6/17/11,69.01999664,69.04000092,68.51000214,68.69999695,12800,100,37,,0.37,37,100,41,,0.41,41,0,70,,0.7,0,0,0,,0,0,86,10,,0.1,8.6,59,1,,0.01,0.59
6/20/11,68.51000214,69.20999908,68.34999847,69.11000061,18300,68,37,,0.37,25.16,0,41,,0.41,0,0,70,,0.7,0,0,0,,0,0,67,10,,0.1,6.7,61,1,,0.01,0.61
6/21/11,69.48000336,70.15000153,69.47000122,70.08999634,13700,75,37,,0.37,27.75,0,41,,0.41,0,50,70,,0.7,35,0,0,,0,0,79,10,,0.1,7.9,64,1,,0.01,0.64
6/22/11,69.79000092,70.27999878,69.79000092,69.84999847,73500,69,37,,0.37,25.53,0,41,,0.41,0,50,70,,0.7,35,0,0,,0,0,81,10,,0.1,8.1,64,1,,0.01,0.64
6/23/11,69.33999634,69.83000183,68.65000153,69.83000183,19500,67,37,,0.37,24.79,0,41,,0.41,0,52,70,,0.7,36.4,0,0,,0,0,96,10,,0.1,9.6,63,1,,0.01,0.63
6/24/11,70,70.08999634,69.26999664,69.40000153,14900,64,37,,0.37,23.68,0,41,,0.41,0,80,70,,0.7,56,0,0,,0,0,79,10,,0.1,7.9,70,1,,0.01,0.7
6/27/11,69.41999817,70,69.02999878,69.80999756,37600,60,37,,0.37,22.2,0,41,,0.41,0,0,70,,0.7,0,0,0,,0,0,63,10,,0.1,6.3,69,1,,0.01,0.69
6/28/11,70.16000366,70.5,70,70.5,46800,75,37,,0.37,27.75,0,41,,0.41,0,50,70,,0.7,35,0,0,,0,0,81,10,,0.1,8.1,53,1,,0.01,0.53
6/29/11,71.11000061,71.11000061,70.72000122,70.94999695,31400,54,37,,0.37,19.98,0,41,,0.41,0,0,70,,0.7,0,0,0,,0,0,72,10,,0.1,7.2,54,1,,0.01,0.54
6/30/11,71.19000244,71.44999695,70.93000031,71.26000214,99900,69,37,,0.37,25.53,0,41,,0.41,0,0,70,,0.7,0,0,0,,0,0,82,10,,0.1,8.2,58,1,,0.01,0.58
10/3/11,60.36999893,61.13999939,58.77999878,58.83000183,78200,60,38,,0.38,22.8,98,0,,0,0,0,53,,0.53,0,0,0,,0,0,82,15,,0.15,12.3,84,1,,0.01,0.84
10/4/11,58.72999954,59.47000122,57.00999832,59.43000031,96100,49,38,,0.38,18.62,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,100,15,,0.15,15,91,1,,0.01,0.91
10/5/11,59.49000168,60.24000168,59.29999924,60.18000031,20000,67,38,,0.38,25.46,100,0,,0,0,0,53,,0.53,0,0,0,,0,0,85,15,,0.15,12.75,87,1,,0.01,0.87
10/6/11,60.18999863,60.72999954,59.88999939,60.72999954,18500,100,38,,0.38,38,0,0,,0,0,39,53,,0.53,20.67,0,0,,0,0,85,15,,0.15,12.75,86,1,,0.01,0.86
10/7/11,60.88000107,61.34999847,59.56000137,59.56000137,21200,70,38,,0.38,26.6,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,78,15,,0.15,11.7,81,1,,0.01,0.81
10/10/11,60.47000122,61.02999878,60.24000168,61.02999878,49400,81,38,,0.38,30.78,0,0,,0,0,0,53,,0.53,0,100,0,,0,0,70,15,,0.15,10.5,80,1,,0.01,0.8
10/11/11,60.56000137,60.83000183,60.41999817,60.70000076,43700,77,38,,0.38,29.26,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,75,15,,0.15,11.25,80,1,,0.01,0.8
10/12/11,61.13000107,62.29999924,60.83000183,61.81000137,15100,77,38,,0.38,29.26,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,68,15,,0.15,10.2,82,1,,0.01,0.82
10/13/11,61.47000122,62.16999817,61.34000015,62.16999817,7200,69,38,,0.38,26.22,0,0,,0,0,39,53,,0.53,20.67,0,0,,0,0,73,15,,0.15,10.95,66,1,,0.01,0.66
10/14/11,62.90000153,62.90000153,62.38000107,62.65999985,16300,54,38,,0.38,20.52,0,0,,0,0,40,53,,0.53,21.2,0,0,,0,0,71,15,,0.15,10.65,79,1,,0.01,0.79
10/17/11,62.38999939,62.43999863,61.77000046,61.93999863,9700,65,38,,0.38,24.7,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,59,15,,0.15,8.85,89,1,,0.01,0.89
10/18/11,61.90999985,62.77000046,61.49000168,62.63999939,12900,60,38,,0.38,22.8,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,71,15,,0.15,10.65,83,1,,0.01,0.83
10/19/11,62.40000153,62.79999924,61.93000031,62.04000092,88000,88,38,,0.38,33.44,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,67,15,,0.15,10.05,86,1,,0.01,0.86
10/20/11,61.83000183,62.13000107,61.20000076,62.04000092,30100,87,38,,0.38,33.06,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,73,15,,0.15,10.95,82,1,,0.01,0.82
10/21/11,62.66999817,62.88999939,62.31000137,62.88999939,60200,84,38,,0.38,31.92,0,0,,0,0,41,53,,0.53,21.73,0,0,,0,0,65,15,,0.15,9.75,90,1,,0.01,0.9
10/24/11,63.09999847,63.25,62.86999893,63.04000092,55300,65,38,,0.38,24.7,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,60,15,,0.15,9,77,1,,0.01,0.77
10/25/11,62.72000122,62.72000122,61.77999878,61.86999893,19000,78,38,,0.38,29.64,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,66,15,,0.15,9.9,79,1,,0.01,0.79
10/26/11,62.36000061,62.74000168,61.72000122,62.68000031,9400,75,38,,0.38,28.5,0,0,,0,0,39,53,,0.53,20.67,0,0,,0,0,70,15,,0.15,10.5,81,1,,0.01,0.81
10/27/11,64.23000336,64.80000305,63.36000061,64.43000031,25300,89,38,,0.38,33.82,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,97,15,,0.15,14.55,87,1,,0.01,0.87
10/28/11,64.20999908,64.65000153,64.05000305,64.44000244,44800,80,38,,0.38,30.4,0,0,,0,0,0,53,,0.53,0,0,0,,0,0,99,15,,0.15,14.85,100,1,,0.01,1
10/31/11,63.75999832,63.75999832,63.20000076,63.22999954,11500,68,38,,0.38,25.84,0,0,,0,0,40,53,,0.53,21.2,0,0,,0,0,63,15,,0.15,9.45,89,1,,0.01,0.89
11/1/11,61.81999969,62.77999878,61.50999832,61.77999878,37800,76,40,FALSE,0.4,30.4,0,12,FALSE,0.12,0,86,35,FALSE,0.35,30.1,0,34,FALSE,0.34,0,100,14,FALSE,0.14,14,85,1,FALSE,0.01,0.85
11/2/11,62.61000061,62.84999847,62.15999985,62.84000015,38700,64,40,,0.4,25.6,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,94,14,,0.14,13.16,95,1,,0.01,0.95
11/3/11,63.11999893,63.86999893,62.88999939,63.75999832,19700,73,40,,0.4,29.2,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,81,14,,0.14,11.34,100,1,,0.01,1
11/4/11,63.36999893,63.36999893,62.65000153,63.15000153,9200,72,40,,0.4,28.8,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,78,14,,0.14,10.92,74,1,,0.01,0.74
11/7/11,63.29999924,63.61000061,62.70000076,63.54999924,11600,82,40,,0.4,32.8,0,12,,0.12,0,81,35,,0.35,28.35,0,34,,0.34,0,68,14,,0.14,9.52,73,1,,0.01,0.73
11/8/11,63.90000153,64.11000061,63.13000107,64.05000305,174900,57,40,,0.4,22.8,0,12,,0.12,0,78,35,,0.35,27.3,0,34,,0.34,0,68,14,,0.14,9.52,71,1,,0.01,0.71
11/9/11,62.93999863,63.25999832,62.34000015,62.40000153,28400,81,40,,0.4,32.4,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,93,14,,0.14,13.02,81,1,,0.01,0.81
11/10/11,62.86000061,63.18999863,62.5,62.88000107,23900,65,40,,0.4,26,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,91,14,,0.14,12.74,72,1,,0.01,0.72
11/11/11,63.40000153,63.88999939,63.40000153,63.79000092,17900,74,40,,0.4,29.6,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,77,14,,0.14,10.78,72,1,,0.01,0.72
11/14/11,63.5,63.50999832,62.68000031,62.97000122,17500,62,40,,0.4,24.8,0,12,,0.12,0,0,35,,0.35,0,100,34,,0.34,34,65,14,,0.14,9.1,81,1,,0.01,0.81
11/15/11,63.00999832,63.45999908,62.54999924,63.29999924,46500,71,40,,0.4,28.4,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,65,14,,0.14,9.1,76,1,,0.01,0.76
11/16/11,62.70000076,63.20999908,62.18000031,62.29999924,65300,61,40,,0.4,24.4,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,63,14,,0.14,8.82,82,1,,0.01,0.82
11/17/11,62.27999878,62.40000153,61.45000076,61.75,34300,84,40,,0.4,33.6,100,12,,0.12,12,80,35,,0.35,28,0,34,,0.34,0,64,14,,0.14,8.96,92,1,,0.01,0.92
11/18/11,62,62,61.40999985,61.50999832,11900,87,40,,0.4,34.8,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,62,14,,0.14,8.68,71,1,,0.01,0.71
11/21/11,60.68000031,60.93000031,60.36000061,60.75,28200,67,40,,0.4,26.8,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,72,14,,0.14,10.08,74,1,,0.01,0.74
11/22/11,60.66999817,60.66999817,59.93999863,60.27999878,88000,82,40,,0.4,32.8,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,74,14,,0.14,10.36,77,1,,0.01,0.77
11/23/11,59.86999893,59.86999893,58.72000122,58.72000122,62000,73,40,,0.4,29.2,0,12,,0.12,0,0,35,,0.35,0,0,34,,0.34,0,70,14,,0.14,9.8,73,1,,0.01,0.73
